Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
25.813,29.641,25.898,26.181,24.933,26.495,23.025,23.006,18.621,23.891,19.156,21.734,18.352,20.797,17.844,18.826,23.376,29.804,24.504,26.05,23.258,26.401,21.599,20.425,23.372,25.953,24.031,28.819,22.048,22.62,20.574,21.198,18.426,26.014,20.177,29.173,18.142,21.484,15.602,17.213,30.254,37.387,31.954,35.797,30.079,32.692,26.741,27.302,30.501,39.005,32.207,35.91,30.547,34.309,27.729,27.049,25.624,19.903,24.427,23.577,20.779,31.526,32.157,26.515,21.223,26.172,24.966,25.369,35.821,37.794,Crunch
26.57,30.024,26.441,26.069,25.489,27.029,23.534,23.195,19.471,24.047,19.364,21.66,18.216,20.789,17.483,18.446,23.519,29.861,24.595,25.708,23.338,26.471,21.693,20.455,23.391,26.389,24.069,28.741,22.05,22.882,20.495,21.096,18.862,26.366,20.559,29.228,18.419,21.636,15.629,17.32,30.294,37.434,31.976,35.741,30.111,32.778,26.791,27.283,30.493,39.025,32.186,35.819,30.527,34.297,27.695,27.017,26.044,19.934,24.455,23.639,21.002,31.551,32.132,26.435,21.607,25.998,25.246,25.663,35.818,37.758,Crunch
27.593,30.253,26.944,26.348,25.917,27.313,23.941,23.524,20.243,24.157,19.644,21.678,18.396,20.9,17.502,18.279,23.542,29.905,24.589,25.457,23.332,26.521,21.706,20.43,23.419,26.753,24.098,28.571,22.043,23.077,20.395,20.97,19.066,26.542,20.702,29.248,18.492,21.716,15.624,17.383,30.322,37.463,32.004,35.722,30.151,32.819,26.856,27.317,30.471,39.033,32.126,35.395,30.456,34.273,27.627,26.768,26.479,20.1,24.435,23.666,21.097,31.582,32.019,26.814,21.763,25.992,25.358,25.828,35.805,37.595,Crunch
27.745,30.2,26.978,26.401,25.919,27.283,23.938,23.55,22.794,24.688,20.797,21.901,19.086,21.241,17.672,18.341,23.527,29.963,24.552,25.253,23.294,26.57,21.678,20.358,23.433,26.927,24.076,28.334,21.999,23.186,20.308,20.802,19.303,26.756,20.86,29.312,18.563,21.746,15.611,17.48,30.326,37.467,32.009,35.75,30.156,32.826,26.854,27.324,30.564,39.133,32.286,35.357,30.605,34.37,27.73,26.865,26.502,20.815,24.399,23.633,21.204,31.589,32.114,26.889,22.796,26.062,25.319,26.041,35.811,37.577,Crunch
28.029,30.271,27.194,26.709,26.146,27.373,24.131,23.751,23.064,24.828,20.943,22.224,19.263,21.37,17.612,18.207,23.494,30.063,24.539,24.97,23.286,26.641,21.641,20.235,23.381,26.968,23.954,27.974,21.87,23.19,20.182,20.522,19.593,26.884,21.188,29.698,18.799,21.742,15.645,17.882,30.379,37.479,32.083,35.987,30.226,32.868,26.892,27.455,30.695,39.202,32.475,35.94,30.774,34.437,27.853,27.144,26.7,20.939,24.359,23.505,21.429,31.671,32.315,26.888,23.062,26.099,25.159,26.35,35.897,37.833,Crunch
29.381,30.758,28.157,27.804,27.001,27.857,24.883,24.78,23.956,25.177,21.357,22.104,19.85,21.787,18.095,18.149,23.573,30.17,24.592,24.977,23.347,26.7,21.621,20.109,23.278,27.032,23.815,27.549,21.752,23.177,20.039,20.214,19.667,26.907,21.353,29.97,18.899,21.719,15.612,18.161,30.381,37.532,32.094,36.135,30.252,32.902,26.915,27.52,30.932,39.413,32.89,37.137,31.185,34.644,28.146,27.972,27.577,21.309,24.386,23.357,21.536,31.716,32.79,27.346,23.49,26.241,24.922,26.553,36.047,38.434,Crunch
30.65,31.284,29.044,28.682,27.751,28.304,25.523,25.572,24.311,25.274,21.591,22.212,19.999,21.937,18.061,18.536,23.67,30.212,24.686,25.737,23.437,26.73,21.613,20.161,22.958,27.109,23.52,26.823,21.556,23.161,19.78,19.822,19.735,26.929,21.641,30.402,19.141,21.687,15.591,18.621,30.404,37.581,32.162,36.306,30.332,32.939,26.989,27.647,30.909,39.395,33.048,37.847,31.385,34.666,28.361,28.553,28.351,21.49,24.531,23.091,21.719,31.795,33.02,28.156,23.615,26.522,24.626,26.805,36.111,38.557,Crunch
31.388,31.613,29.609,29.421,28.24,28.562,25.983,26.069,24.483,25.33,21.863,22.952,20.342,22.042,18.44,18.962,23.807,30.195,24.914,27.373,23.581,26.743,21.671,20.754,22.668,27.196,23.467,27.22,21.623,23.244,19.629,19.925,19.201,26.818,21.158,30.007,18.713,21.551,15.155,18.282,30.469,37.563,32.222,36.474,30.388,32.941,27.074,27.765,31.382,39.462,33.69,39.407,31.996,34.771,28.844,29.757,28.861,21.802,24.88,23.122,21.361,31.862,33.664,28.781,23.69,27.106,24.645,26.646,36.23,39.335,Crunch
31.717,31.747,29.906,30.01,28.517,28.7,26.343,26.464,24.692,25.38,22.09,23.295,20.524,22.151,18.643,19.411,23.976,30.168,25.197,28.758,23.763,26.751,21.799,21.539,22.562,27.208,23.787,28.696,21.96,23.27,19.619,20.601,18.716,26.741,20.635,29.463,18.289,21.531,14.833,17.837,30.496,37.525,32.211,36.413,30.37,32.919,27.096,27.746,31.367,39.457,33.676,39.281,32.003,34.783,28.841,29.734,29.175,22.023,25.244,23.463,21.006,31.847,33.643,29.155,23.667,27.616,25.158,26.35,36.189,39.208,Crunch
31.822,31.795,30.023,30.278,28.658,28.781,26.6,26.751,24.71,25.413,22.081,23.461,20.511,22.131,18.677,19.408,24.134,30.172,25.462,29.795,23.967,26.774,21.941,22.159,22.585,27.161,24.152,29.745,22.269,23.2,19.639,21.223,18.666,26.743,20.467,29.022,18.218,21.543,14.855,17.726,30.531,37.512,32.233,36.553,30.376,32.893,27.092,27.791,31.52,39.4,33.814,39.559,32.105,34.772,28.919,29.938,29.338,22.049,25.55,23.747,20.905,31.873,33.754,29.278,23.867,28.021,25.469,26.18,36.251,39.24,Crunch
31.861,31.814,30.097,30.561,28.755,28.835,26.773,26.977,24.616,25.332,21.87,23.349,20.21,22.002,18.277,18.904,24.247,30.185,25.661,30.478,24.127,26.788,22.034,22.555,22.672,27.21,24.435,30.325,22.514,23.254,19.706,21.657,18.688,26.636,20.43,28.591,18.205,21.381,14.807,17.668,30.401,37.261,32.091,36.833,30.242,32.775,26.945,27.796,31.499,38.87,33.834,40.299,32.038,34.426,28.743,30.219,29.459,21.82,25.759,23.972,20.801,31.793,33.741,29.449,23.914,28.307,25.602,25.871,36.329,39.41,Crunch
31.862,31.801,30.128,30.721,28.797,28.851,26.831,27.078,24.648,25.223,21.856,23.386,20.155,21.971,18.236,18.867,24.258,30.201,25.746,30.81,24.177,26.793,22.024,22.734,22.653,27.294,24.546,30.555,22.596,23.291,19.655,21.807,18.684,26.496,20.46,28.544,18.193,21.157,14.683,17.687,30.053,36.534,31.725,37.228,29.78,32.18,26.344,27.586,31.535,38.732,33.872,40.446,32.02,34.319,28.669,30.262,29.509,21.793,25.843,24.049,20.738,31.429,33.732,29.534,23.86,28.49,25.624,25.776,36.178,39.349,Crunch
31.811,31.647,30.078,30.754,28.756,28.768,26.8,27.08,24.568,25.222,21.758,23.287,20.034,21.955,17.946,18.453,24.257,30.183,25.806,31.021,24.206,26.775,22.013,22.842,22.578,27.277,24.537,30.65,22.582,23.268,19.586,21.866,18.552,26.483,20.194,27.968,17.919,21.139,14.471,17.271,29.184,34.886,30.803,37.32,28.572,30.225,24.827,26.891,31.276,37.466,33.588,40.693,31.606,32.884,28.16,30.359,29.462,21.653,25.888,24.043,20.5,30.338,33.254,29.451,23.795,28.576,25.585,25.549,35.29,38.572,Crunch
31.726,31.276,29.944,30.724,28.645,28.529,26.726,27.061,24.553,25.141,21.683,23.231,20.008,21.993,18.066,18.507,24.227,30.183,25.814,31.101,24.205,26.776,22.004,22.857,22.678,27.302,24.638,30.782,22.664,23.301,19.655,21.993,18.285,26.164,19.755,27.582,17.332,20.67,13.957,16.907,28.675,33.415,30.169,37.078,27.773,28.506,24.077,26.485,31.75,37.41,34.08,41.377,32.002,32.858,28.514,30.9,29.329,21.648,25.896,24.127,20.082,29.522,33.611,29.088,23.768,28.618,25.636,25.138,34.097,38.875,Crunch
31.695,30.963,29.851,30.712,28.561,28.301,26.68,27.046,24.541,24.936,21.648,23.568,20.034,21.874,18.099,18.678,24.172,30.158,25.796,31.164,24.17,26.758,21.963,22.828,22.719,27.326,24.676,30.804,22.707,23.34,19.73,22.053,18.632,25.742,19.994,27.663,17.472,20.301,14.252,17.201,28.179,32.565,29.734,36.863,27.378,28.076,23.806,26.197,31.926,37.415,34.302,41.69,32.194,32.893,28.675,31.115,29.226,21.672,25.876,24.169,20.157,29.1,33.776,28.75,23.708,28.64,25.637,24.894,33.453,38.985,Crunch
31.719,30.754,29.82,30.758,28.516,28.083,26.666,27.037,24.468,24.756,21.492,23.657,19.909,21.729,18.084,18.72,24.08,30.125,25.747,31.192,24.106,26.707,21.879,22.784,22.681,27.287,24.638,30.799,22.66,23.292,19.707,22.031,18.95,25.448,20.366,28.265,17.791,19.954,14.741,17.689,27.968,32.259,29.689,37.186,27.304,27.789,23.688,26.236,32.007,37.26,34.377,41.852,32.234,32.751,28.672,31.235,29.169,21.602,25.828,24.137,20.401,29.015,33.798,28.484,23.675,28.629,25.62,24.823,33.267,38.935,Crunch
31.745,30.667,29.819,30.796,28.501,27.968,26.674,27.036,24.476,24.656,21.476,23.735,19.848,21.651,18.033,18.689,23.869,30.037,25.622,31.223,23.957,26.601,21.705,22.704,22.638,27.276,24.608,30.799,22.614,23.24,19.648,21.997,19.077,25.277,20.534,28.468,17.972,19.788,15.085,17.873,27.989,31.763,29.797,37.68,27.335,27.4,23.647,26.487,31.913,36.965,34.329,41.92,32.183,32.59,28.605,31.291,29.151,21.57,25.715,24.102,20.509,29.012,33.725,28.338,23.679,28.577,25.61,24.786,33.213,38.8,Crunch
31.759,30.676,29.835,30.8,28.519,27.952,26.699,27.063,24.534,24.661,21.542,23.815,19.849,21.593,18.022,18.662,23.66,29.814,25.474,31.363,23.746,26.346,21.431,22.636,22.616,27.276,24.574,30.771,22.544,23.239,19.515,21.914,19.145,25.116,20.599,28.691,17.991,19.662,15.13,17.873,27.97,31.696,29.779,37.712,27.308,27.331,23.604,26.504,32.052,36.903,34.414,42.001,32.261,32.532,28.679,31.406,29.163,21.585,25.559,24.056,20.526,28.988,33.781,28.255,23.707,28.512,25.628,24.823,33.255,38.786,Crunch
31.775,30.704,29.866,30.827,28.549,27.954,26.726,27.123,24.627,24.689,21.686,24.231,19.947,21.582,18.015,18.719,23.697,29.533,25.434,31.523,23.603,25.999,21.187,22.64,22.757,27.249,24.613,30.794,22.497,23.234,19.356,21.818,19.236,24.952,20.695,28.811,18.108,19.503,15.344,17.992,28.292,31.975,29.976,37.758,27.473,27.533,23.746,26.599,32.133,36.808,34.441,42.039,32.265,32.401,28.682,31.45,29.191,21.687,25.452,24.04,20.58,29.169,33.777,28.166,23.952,28.432,25.703,24.747,33.481,38.811,Crunch
31.753,30.643,29.843,30.883,28.496,27.913,26.69,27.119,24.65,24.492,21.643,24.338,19.929,21.339,17.9,18.868,23.733,29.261,25.343,31.54,23.402,25.662,20.916,22.555,23.064,27.315,24.745,30.844,22.553,23.362,19.382,21.777,19.556,24.706,20.953,29.202,18.279,19.271,15.509,18.116,28.714,32.207,30.284,37.921,27.75,27.804,24.029,26.778,32.162,36.636,34.466,42.084,32.313,32.318,28.78,31.573,29.167,21.645,25.302,24.13,20.699,29.436,33.791,28.334,23.903,28.339,25.863,24.776,33.725,38.748,Crunch
31.744,30.612,29.825,30.999,28.441,27.896,26.661,27.093,24.595,24.057,21.458,24.531,19.596,20.826,17.576,18.76,23.561,28.761,25.081,31.541,23.01,25.126,20.425,22.364,23.309,27.48,24.854,30.848,22.676,23.62,19.623,21.813,19.75,24.54,21.122,29.507,18.378,19.066,15.581,18.205,28.959,31.867,30.406,38.038,27.796,27.625,24.061,26.831,32.183,36.519,34.464,42.089,32.311,32.293,28.802,31.594,29.159,21.425,24.984,24.278,20.769,29.448,33.782,28.662,23.92,28.129,26.023,24.772,33.648,38.704,Crunch
31.742,30.506,29.802,31.156,28.378,27.835,26.626,27.061,24.622,24.16,21.514,24.575,19.681,20.726,17.723,18.965,23.161,27.863,24.611,31.503,22.379,24.141,19.651,22.046,23.551,27.633,24.967,30.836,22.84,23.836,19.912,21.922,19.639,24.042,21.014,29.834,18.071,18.255,15.038,18.075,29.042,31.769,30.448,38.084,27.826,27.559,24.069,26.889,32.148,36.432,34.424,42.099,32.256,32.112,28.733,31.58,29.138,21.496,24.419,24.437,20.496,29.461,33.723,28.927,23.974,27.635,26.137,24.712,33.621,38.649,Crunch
31.721,30.245,29.735,31.256,28.288,27.655,26.575,27.026,24.645,24.001,21.529,24.622,19.581,20.381,17.621,18.964,22.684,26.517,24.037,31.461,21.596,22.608,18.686,21.714,23.622,27.598,24.979,30.82,22.891,23.838,20.024,21.969,19.62,23.926,20.975,29.949,17.987,17.93,14.844,18.058,29.166,31.953,30.573,38.157,27.983,27.735,24.194,27.029,32.066,35.914,34.304,42.16,32.111,31.675,28.581,31.61,29.063,21.418,23.663,24.468,20.411,29.599,33.553,28.889,23.881,26.895,26.115,24.708,33.724,38.533,Crunch
31.607,29.702,29.492,31.167,28.053,27.197,26.378,26.912,24.784,24.64,21.85,24.702,19.897,20.783,17.83,18.995,22.347,25.25,23.621,31.48,21.021,21.228,17.927,21.531,23.558,27.468,24.926,30.834,22.849,23.668,19.939,21.949,19.663,24.056,20.974,30.003,18.013,18.198,14.93,18.071,29.187,32.039,30.62,38.192,28.045,27.871,24.212,27.063,32.021,35.346,34.194,42.21,31.955,30.928,28.381,31.639,28.814,21.685,23.051,24.399,20.488,29.653,33.334,28.472,24.155,26.334,26.002,24.81,33.822,38.304,Crunch
31.469,29.175,29.194,31.006,27.724,26.643,26.015,26.693,24.806,24.532,21.889,24.8,19.874,20.559,17.772,18.95,22.084,24.613,23.335,31.465,20.624,20.625,17.374,21.397,23.564,27.361,24.929,30.908,22.848,23.467,19.877,21.977,19.528,23.947,20.874,30.113,17.922,18.252,14.927,17.986,29.05,31.663,30.537,38.261,27.972,27.76,24.131,27.09,32.03,35.113,34.171,42.234,31.927,30.776,28.366,31.643,28.49,21.648,22.69,24.366,20.444,29.558,33.282,28.135,24.073,26.111,25.933,24.823,33.719,38.137,Crunch
31.314,28.667,28.887,30.853,27.34,26.021,25.539,26.391,24.955,24.731,22.193,24.95,20.123,20.748,17.941,18.935,21.821,24.545,23.167,31.443,20.421,20.628,17.092,21.325,23.56,27.059,24.874,30.939,22.79,23.124,19.809,21.99,19.256,23.528,20.666,30.236,17.703,17.934,14.81,17.917,29.19,31.81,30.704,38.464,28.143,27.866,24.268,27.331,32.252,35.399,34.326,42.278,32.073,30.904,28.472,31.71,28.126,21.822,22.555,24.268,20.256,29.722,33.427,27.931,24.2,26.095,25.696,24.76,33.924,38.306,Crunch
30.982,28.155,28.494,30.68,26.876,25.324,24.972,25.996,24.834,24.86,22.305,25.29,20.352,21.05,18.23,19.24,21.654,24.703,23.099,31.431,20.348,20.785,17.011,21.308,23.619,26.697,24.847,30.955,22.78,22.869,19.837,22.027,19.127,23.418,20.435,30.315,17.58,18.259,14.984,17.899,29.44,32.518,31.073,38.67,28.602,28.507,24.713,27.74,32.563,36.184,34.635,42.366,32.431,31.606,28.812,31.883,27.685,22.02,22.543,24.204,20.252,30.158,33.81,27.722,24.143,26.149,25.379,24.745,34.389,38.758,Crunch
30.535,27.75,28.145,30.574,26.537,24.859,24.618,25.753,24.599,24.874,22.189,25.278,20.289,21.115,18.244,19.398,21.711,24.882,23.207,31.463,20.496,20.985,17.273,21.384,23.658,26.375,24.823,30.964,22.776,22.693,19.891,22.063,19.168,23.71,20.432,30.352,17.707,18.79,15.207,17.936,29.94,33.715,31.584,38.799,29.212,29.725,25.42,28.045,32.884,37.096,34.944,42.408,32.766,32.404,29.183,32.008,27.346,21.998,22.675,24.155,20.413,30.805,34.212,27.438,24.157,26.125,25.107,24.894,35.188,39.161,Crunch
30.428,27.705,28.09,30.578,26.498,24.816,24.579,25.73,23.052,24.419,21.351,25.124,19.701,20.83,17.985,19.475,21.938,25.258,23.486,31.538,20.892,21.612,17.939,21.621,23.671,26.233,24.809,30.95,22.781,22.635,19.938,22.075,19.222,23.645,20.432,30.362,17.812,19.088,15.381,17.968,30.176,33.912,31.814,38.982,29.431,29.925,25.624,28.22,33.192,37.281,35.154,42.596,32.967,32.572,29.382,32.218,27.303,21.492,23.036,24.136,20.489,31.01,34.42,27.347,23.453,26.18,24.96,24.807,35.488,39.566,Crunch
30.211,27.372,27.847,30.488,26.159,24.371,24.22,25.483,22.689,24.22,21.084,24.938,19.413,20.665,17.761,19.421,22.171,25.865,23.795,31.604,21.351,22.512,18.694,21.9,23.704,26.448,24.874,30.957,22.877,22.975,20.059,22.112,19.143,24.066,20.317,30.028,17.86,19.788,15.618,17.71,30.243,34.151,31.883,38.982,29.494,30.093,25.683,28.249,33.308,37.216,35.135,42.566,32.934,32.566,29.369,32.217,27.019,21.274,23.486,24.251,20.566,31.097,34.414,27.253,23.212,26.469,25.188,24.753,35.752,39.643,Crunch
29.089,26.075,26.78,29.934,25.013,22.94,23.25,24.559,21.338,23.78,20.516,24.901,18.668,20.092,17.061,19.28,22.053,26.177,23.802,31.523,21.457,23.04,19.048,21.95,23.707,26.806,24.899,30.848,22.939,23.446,20.177,22.066,19.153,24.748,20.343,29.689,18.05,20.737,15.953,17.469,30.215,34.212,31.862,38.869,29.492,30.237,25.685,28.191,33.162,36.937,34.888,42.254,32.664,32.332,29.143,31.921,25.955,20.705,23.631,24.361,20.768,31.095,34.163,26.642,22.634,26.653,25.591,24.845,35.832,39.317,Crunch
27.077,23.936,25.141,29.28,23.501,21.199,22.184,23.585,20.543,23.843,20.18,24.522,18.352,19.928,16.938,18.83,21.735,26.421,23.594,31.275,21.331,23.341,19.107,21.827,23.641,27.196,24.816,30.568,22.883,23.879,20.21,21.851,19.08,24.926,20.006,29.056,17.797,20.991,16.02,16.903,30.105,34.392,31.728,38.693,29.381,30.415,25.59,28.013,33.048,37.145,34.701,41.926,32.469,32.404,28.934,31.619,24.488,20.392,23.579,24.381,20.597,31.04,34.031,25.351,22.377,26.791,25.952,24.609,35.992,39.294,Crunch
24.647,21.704,23.37,28.522,21.933,19.819,21.038,22.686,20.185,24.019,19.953,23.955,17.971,19.941,16.191,18.451,21.33,26.82,23.248,30.652,21.127,23.649,19.025,21.325,23.335,27.436,24.402,29.781,22.499,24.083,19.949,21.208,19.24,24.947,20.114,29.042,17.885,20.996,16.143,16.998,29.844,34.454,31.4,38.195,29.072,30.503,25.263,27.554,32.699,37.262,34.144,40.911,31.87,32.326,28.338,30.695,22.965,20.083,23.397,24.087,20.671,30.785,33.531,23.887,22.375,26.815,26.049,24.549,35.891,38.821,Crunch
22.503,20.234,21.816,27.655,20.511,18.621,19.683,21.699,19.894,24.11,19.928,23.651,17.83,19.86,15.813,17.856,20.953,27.329,22.879,29.69,20.893,24.016,18.784,20.431,22.87,27.723,23.761,28.367,21.924,24.239,19.524,20.154,19.319,25.07,20.256,29.062,18.016,21.038,16.203,17.152,29.741,34.595,31.298,38.079,28.989,30.626,25.157,27.425,32.699,37.551,34.16,40.842,31.903,32.627,28.369,30.647,21.59,19.868,23.122,23.57,20.764,30.739,33.6,22.978,22.409,26.726,25.85,24.566,36.003,38.985,Crunch
21.109,19.329,20.682,26.982,19.506,17.536,18.204,20.702,19.898,24.183,20.048,23.499,18.18,20.183,16.062,18.262,20.603,27.524,22.418,28.479,20.499,24.137,18.481,19.423,22.319,28.206,23.135,26.766,21.425,24.613,19.111,19.007,19.402,25.516,20.428,28.93,18.245,21.4,16.31,17.122,29.683,34.594,31.254,37.949,28.955,30.642,25.11,27.356,32.581,37.585,34.03,40.604,31.798,32.673,28.277,30.467,20.506,20.04,22.695,23.073,20.919,30.693,33.502,22.601,22.442,26.366,25.802,24.658,35.963,38.955,Crunch
20.451,18.744,19.742,26.119,18.55,16.429,16.666,19.41,20.0,24.248,20.24,23.512,18.549,20.33,16.109,18.406,20.332,27.518,21.998,27.252,20.129,24.13,18.247,18.561,21.774,28.651,22.62,25.278,21.038,24.965,18.76,17.938,19.569,26.431,20.822,28.905,18.731,22.303,16.575,17.223,29.623,34.769,31.172,37.592,28.876,30.797,25.047,27.098,32.231,37.562,33.618,39.847,31.417,32.63,27.896,29.859,19.514,20.174,22.271,22.628,21.32,30.622,33.133,22.176,22.435,25.934,25.757,25.264,35.872,38.526,Crunch
20.351,18.742,19.424,25.647,18.139,16.134,16.229,18.819,19.972,24.195,20.158,23.415,18.412,20.244,16.063,18.216,20.196,27.573,21.801,26.269,20.021,24.198,18.182,17.951,21.398,29.0,22.354,24.356,20.869,25.284,18.57,17.292,19.665,27.038,20.997,28.697,18.986,22.735,16.716,17.196,29.37,34.899,30.896,36.98,28.67,30.957,24.938,26.669,32.141,37.553,33.49,39.628,31.313,32.598,27.842,29.723,19.186,20.085,22.024,22.39,21.504,30.422,33.036,21.939,22.559,25.586,25.848,25.538,35.691,38.437,Crunch
20.889,20.62,20.62,25.871,19.638,18.283,18.102,19.754,20.075,24.454,20.272,23.361,18.43,20.364,16.094,18.238,20.234,27.855,21.874,25.58,20.194,24.434,18.271,17.606,21.259,29.426,22.374,23.667,20.973,25.72,18.615,17.028,19.657,27.187,21.037,28.607,19.038,22.785,16.766,17.218,29.075,34.921,30.574,36.508,28.446,31.075,24.872,26.34,31.92,37.599,33.267,39.236,31.125,32.691,27.682,29.37,20.472,20.161,22.006,22.383,21.537,30.226,32.861,22.28,22.748,25.456,26.044,25.623,35.478,38.271,Crunch
21.501,22.439,21.919,26.219,21.144,20.127,19.776,20.712,20.717,24.814,20.983,23.631,19.212,20.868,16.493,18.345,20.48,28.099,22.103,25.337,20.496,24.652,18.497,17.656,21.154,29.845,22.403,22.731,21.099,26.078,18.707,16.785,19.61,27.211,21.03,28.484,19.051,22.724,16.791,17.24,28.885,34.746,30.361,36.407,28.252,30.949,24.685,26.123,31.455,37.571,32.673,37.971,30.62,32.637,27.201,28.545,21.73,20.633,22.165,22.35,21.518,30.051,32.334,22.75,22.959,25.492,26.153,25.568,35.403,37.646,Crunch
21.664,23.282,22.52,26.368,21.693,20.788,20.353,21.051,20.959,25.12,21.257,23.388,19.516,21.22,16.873,18.291,20.825,28.28,22.385,25.169,20.883,24.876,18.848,17.835,21.097,30.158,22.451,22.297,21.198,26.317,18.749,16.669,19.313,27.254,20.757,28.201,18.827,22.652,16.553,16.871,28.809,34.715,30.284,36.315,28.187,30.933,24.634,26.087,31.251,37.607,32.383,37.225,30.378,32.622,26.996,28.189,22.215,20.828,22.388,22.367,21.304,29.996,32.081,22.955,23.009,25.542,26.301,25.466,35.376,37.355,Crunch
21.453,23.709,22.675,26.289,21.756,21.025,20.411,21.122,21.22,25.319,21.55,23.342,20.044,21.633,17.352,18.669,21.294,28.581,22.839,25.17,21.324,25.172,19.15,18.012,21.071,30.219,22.451,22.178,21.213,26.351,18.738,16.683,19.189,27.817,20.712,27.543,18.852,22.895,16.433,16.633,28.692,35.074,30.12,35.512,28.12,31.298,24.595,25.764,31.2,37.846,32.329,36.647,30.345,32.837,26.939,27.906,22.305,21.141,22.692,22.363,21.259,29.897,32.006,23.008,23.09,25.705,26.333,25.576,35.297,37.252,Crunch
21.171,23.805,22.596,26.175,21.642,21.072,20.315,21.133,21.168,25.33,21.52,23.2,20.122,21.732,17.507,18.783,21.492,28.722,23.028,24.99,21.45,25.273,19.215,17.963,21.024,30.227,22.441,22.089,21.196,26.341,18.704,16.695,19.212,28.195,20.77,27.167,18.896,23.119,16.267,16.469,28.366,35.413,29.815,34.334,27.96,31.635,24.445,25.181,31.096,37.886,32.224,36.289,30.256,32.896,26.822,27.658,22.239,21.17,22.767,22.34,21.262,29.644,31.891,22.98,23.023,25.753,26.28,25.679,34.997,37.114,Crunch
21.141,23.724,22.61,26.241,21.674,21.055,20.54,21.113,21.163,25.367,21.552,23.086,20.417,22.015,18.073,19.532,21.356,28.735,22.901,24.185,21.37,25.271,19.231,17.76,20.964,30.263,22.469,22.107,21.199,26.357,18.666,16.749,19.29,28.538,20.922,26.768,19.054,23.327,16.303,16.53,28.353,35.527,29.837,34.224,28.012,31.754,24.506,25.14,30.952,38.009,32.165,36.009,30.233,33.108,26.794,27.43,22.262,21.401,22.601,22.347,21.341,29.669,31.838,23.055,23.039,25.531,26.274,25.762,34.978,37.071,Crunch
21.746,23.868,23.054,26.489,22.191,21.429,21.356,21.533,20.932,25.269,21.369,22.549,20.301,21.94,18.076,19.55,20.765,28.661,22.483,23.006,21.108,25.203,19.086,17.329,20.74,30.296,22.418,21.852,21.198,26.419,18.647,16.856,19.45,28.638,20.985,26.491,19.108,23.38,16.338,16.471,28.063,35.449,29.674,34.112,27.912,31.74,24.446,25.055,31.017,38.429,32.406,35.946,30.54,33.638,27.137,27.546,22.708,21.248,22.205,22.303,21.358,29.556,32.083,23.207,22.716,25.252,26.216,25.745,34.859,37.271,Crunch
23.283,24.845,24.251,26.896,23.413,22.606,22.566,22.699,20.804,25.055,21.259,22.383,20.211,21.817,18.052,19.544,20.142,28.528,22.148,22.623,20.896,25.08,18.929,17.154,20.378,30.331,22.342,21.522,21.218,26.494,18.647,17.022,19.333,28.69,20.857,25.708,19.085,23.474,16.371,16.377,27.571,35.289,29.32,33.708,27.651,31.654,24.203,24.804,30.98,38.661,32.413,35.719,30.523,33.783,27.071,27.252,23.82,21.141,21.938,22.244,21.237,29.275,32.05,23.29,22.47,25.196,26.046,25.582,34.599,37.339,Crunch
24.472,25.815,25.232,27.067,24.435,23.63,23.395,23.749,20.928,25.026,21.408,22.252,20.306,21.868,18.085,19.616,19.722,28.43,21.935,22.251,20.836,25.002,19.017,17.286,20.114,30.357,22.331,21.508,21.23,26.549,18.573,17.086,19.37,28.845,20.95,24.962,19.278,23.693,16.568,16.47,27.145,35.248,29.077,33.439,27.513,31.634,24.1,24.738,30.98,38.679,32.46,35.85,30.565,33.811,27.074,27.287,24.725,21.186,21.81,22.219,21.267,29.112,32.088,23.042,22.109,25.078,25.943,25.414,34.408,37.376,Crunch
24.888,26.215,25.554,26.766,24.856,24.015,23.739,24.288,20.803,24.9,21.315,22.141,20.159,21.854,17.852,19.389,19.698,28.424,21.963,22.41,20.94,24.986,19.248,17.619,19.598,30.433,22.137,21.539,21.04,26.63,18.276,16.784,19.588,28.962,21.219,24.35,19.652,23.873,17.003,17.023,27.284,35.433,29.312,33.701,27.769,31.783,24.466,25.098,31.295,38.996,32.856,36.434,30.943,34.077,27.392,27.789,25.04,21.052,21.911,22.055,21.459,29.356,32.473,22.394,22.096,25.145,25.957,25.278,34.578,37.767,Crunch
