Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
24.082,23.709,23.111,27.521,21.848,21.723,21.108,21.446,21.402,24.872,21.378,24.115,19.98,20.325,16.769,17.248,24.267,29.061,24.973,30.073,22.898,23.212,19.461,20.594,23.316,28.437,24.489,31.195,22.49,24.56,19.791,20.828,25.693,31.105,26.304,32.103,24.322,26.207,21.523,22.643,32.006,35.19,32.63,38.766,30.393,30.336,27.031,29.088,35.937,38.933,36.906,43.477,34.542,34.057,31.027,33.327,23.068,20.761,24.317,24.388,26.238,31.93,36.026,24.168,21.451,26.938,27.207,29.749,36.238,41.181,Crunch
23.937,23.58,22.997,27.343,21.801,21.645,20.961,21.383,20.856,24.487,20.895,23.655,19.626,20.082,16.76,17.135,24.304,28.959,24.956,30.069,22.817,22.973,19.225,20.577,23.48,28.269,24.577,31.29,22.529,24.389,19.814,20.959,25.893,31.223,26.555,32.264,24.577,26.328,21.797,22.953,32.052,35.205,32.657,38.786,30.426,30.36,27.124,29.153,36.265,39.066,37.203,43.736,34.835,34.249,31.349,33.65,22.956,20.437,24.235,24.413,26.449,31.971,36.294,24.134,20.94,26.87,27.182,29.845,36.274,41.364,Crunch
23.38,23.092,22.445,26.96,21.334,21.074,20.469,21.113,20.847,24.716,20.933,23.375,19.673,20.401,17.006,17.385,24.284,28.832,24.886,30.051,22.7,22.778,19.067,20.515,23.339,27.652,24.443,31.369,22.337,23.762,19.523,21.011,25.917,31.25,26.609,32.289,24.632,26.277,21.852,23.056,31.796,35.17,32.326,38.552,30.117,30.16,26.923,28.917,36.575,39.631,37.488,43.852,35.092,34.541,31.584,33.817,22.484,20.542,24.139,24.179,26.485,31.745,36.572,24.054,21.112,26.79,26.891,29.851,36.23,41.646,Crunch
22.691,22.641,21.744,26.658,20.726,20.453,20.014,20.856,20.237,24.37,20.424,22.867,19.078,19.871,16.681,17.07,24.293,28.812,24.848,29.963,22.632,22.74,19.003,20.446,22.839,26.74,24.125,31.394,21.986,22.861,18.963,20.943,25.71,31.051,26.467,32.258,24.518,25.985,21.739,23.074,31.634,35.788,32.196,38.413,30.064,30.853,26.95,28.762,36.49,40.041,37.422,43.636,35.063,34.842,31.554,33.671,21.973,20.075,24.092,23.732,26.35,31.833,36.59,23.947,20.748,26.808,26.388,29.712,36.735,41.986,Crunch
22.403,22.188,21.365,26.577,20.418,20.077,19.848,20.808,20.195,24.665,20.464,22.856,19.056,20.027,16.689,17.057,24.272,28.888,24.82,29.789,22.617,22.88,19.002,20.368,22.655,25.979,24.107,31.389,21.966,22.233,18.75,21.045,25.112,30.588,25.92,32.069,24.005,25.39,21.263,22.798,31.383,36.864,31.963,37.306,29.979,32.057,26.861,28.038,36.135,40.394,36.967,42.701,34.635,35.164,31.095,32.902,21.71,20.126,24.079,23.515,25.893,31.806,36.249,23.761,20.873,26.821,25.715,29.4,37.037,41.806,Crunch
22.469,22.243,21.391,26.496,20.419,20.008,19.83,20.775,20.122,24.586,20.422,22.921,18.95,19.776,16.493,16.994,24.322,28.991,24.897,29.746,22.746,23.067,19.199,20.441,22.595,25.631,24.13,31.326,22.017,21.906,18.675,21.112,24.725,30.267,25.497,31.754,23.612,24.99,20.919,22.555,31.336,37.161,31.986,37.133,30.022,32.415,26.844,27.88,36.21,40.505,36.901,42.374,34.573,35.323,31.053,32.711,21.704,20.033,24.176,23.424,25.54,31.847,36.206,23.69,20.834,26.824,25.252,29.129,37.276,41.776,Crunch
22.551,23.889,21.595,25.87,20.647,20.769,19.874,20.563,20.124,24.611,20.484,23.055,19.1,19.907,16.629,17.105,24.482,29.177,25.099,29.817,23.018,23.392,19.543,20.678,22.627,25.678,24.134,31.326,22.024,21.817,18.668,21.151,24.072,29.607,24.899,31.462,23.009,24.325,20.372,22.224,31.274,37.097,31.977,37.081,29.984,32.289,26.72,27.848,36.219,40.47,36.911,42.363,34.571,35.282,31.031,32.719,21.97,20.127,24.401,23.428,24.996,31.784,36.196,23.932,20.96,26.957,25.276,28.655,37.182,41.726,Crunch
22.493,25.396,21.777,25.136,20.881,21.701,19.913,20.333,20.099,24.767,20.47,22.528,19.208,20.107,16.71,17.125,24.548,29.367,25.201,29.877,23.173,23.722,19.692,20.788,22.989,25.863,24.321,31.499,22.214,21.929,18.896,21.392,23.865,29.525,24.821,31.251,22.947,24.471,20.299,22.114,31.451,37.151,32.155,37.182,30.109,32.335,26.778,27.928,36.268,40.558,36.944,42.318,34.597,35.334,31.077,32.725,22.204,20.127,24.546,23.638,24.912,31.886,36.227,24.141,20.696,27.262,25.764,28.468,37.258,41.778,Crunch
22.149,25.967,21.583,23.972,20.758,22.019,19.823,20.047,20.221,24.935,20.694,22.443,19.585,20.677,17.119,17.401,24.525,29.49,25.2,29.824,23.203,23.904,19.697,20.751,23.311,26.189,24.505,31.539,22.449,22.208,19.16,21.637,23.945,29.534,24.898,31.241,23.029,24.703,20.435,22.16,31.796,37.415,32.477,37.386,30.393,32.669,27.048,28.119,36.424,40.754,37.087,42.351,34.735,35.541,31.248,32.809,22.04,20.384,24.574,23.875,24.993,32.163,36.368,23.81,20.781,27.412,26.161,28.667,37.556,41.909,Crunch
22.075,25.899,21.54,23.518,20.727,21.968,19.8,19.968,20.309,25.096,20.827,22.525,19.767,21.0,17.36,17.734,24.404,29.453,25.081,29.662,23.109,23.887,19.61,20.659,23.694,26.857,24.789,31.519,22.806,22.822,19.526,21.998,23.904,29.65,24.851,30.74,23.059,24.953,20.518,22.012,32.169,37.619,32.82,37.56,30.698,32.885,27.382,28.457,36.489,40.871,37.144,42.293,34.799,35.695,31.339,32.833,21.937,20.577,24.483,24.251,24.961,32.449,36.433,23.409,20.89,27.317,26.572,28.533,37.782,41.97,Crunch
22.284,26.129,21.821,23.443,21.028,22.332,19.883,19.967,19.878,24.676,20.413,22.319,19.53,20.936,17.255,17.778,24.315,29.46,24.969,29.385,23.059,24.031,19.69,20.738,24.145,27.926,25.203,31.546,23.292,23.811,19.924,22.422,23.8,29.643,24.775,30.465,23.013,24.966,20.481,21.906,32.184,37.596,32.827,37.479,30.69,32.824,27.361,28.455,36.437,40.855,37.101,42.231,34.747,35.634,31.284,32.759,22.111,20.348,24.456,24.784,24.881,32.427,36.381,23.369,20.827,27.195,27.219,28.343,37.685,41.923,Crunch
22.66,26.694,22.26,23.241,21.438,23.014,19.998,19.937,20.061,24.636,20.444,21.976,19.561,20.903,17.277,17.777,24.44,29.669,25.039,29.103,23.257,24.525,20.18,21.065,24.59,29.137,25.679,31.603,23.841,25.051,20.314,22.75,23.79,29.654,24.767,30.274,23.005,24.957,20.44,21.859,32.171,37.611,32.807,37.33,30.665,32.844,27.309,28.343,36.402,40.881,37.079,42.166,34.739,35.671,31.281,32.727,22.405,20.329,24.66,25.371,24.843,32.385,36.368,23.573,20.804,27.174,28.08,28.249,37.587,41.896,Crunch
22.651,26.891,22.252,22.949,21.403,23.143,19.788,19.731,20.262,24.605,20.453,21.635,19.65,20.941,17.486,17.805,24.754,29.937,25.252,28.904,23.61,25.077,20.809,21.472,24.839,29.922,25.977,31.685,24.146,25.766,20.421,22.864,23.814,29.748,24.801,30.12,23.046,25.099,20.43,21.81,32.207,37.758,32.854,37.193,30.773,33.17,27.531,28.351,36.205,41.002,36.858,41.625,34.599,35.967,31.25,32.432,22.351,20.355,24.977,25.702,24.858,32.48,36.242,23.649,20.825,27.263,28.756,28.21,37.645,41.824,Crunch
22.672,27.043,22.248,22.735,21.386,23.209,19.793,19.71,21.289,25.209,21.368,22.135,20.629,21.603,18.382,18.405,24.922,29.941,25.381,28.905,23.83,25.304,21.269,21.861,25.058,30.507,26.224,31.776,24.362,26.259,20.477,22.924,23.733,29.776,24.711,29.868,22.968,25.109,20.329,21.722,32.285,38.175,32.988,36.866,30.987,33.704,27.761,28.342,36.042,41.053,36.666,41.099,34.443,36.101,31.145,32.141,22.349,21.127,25.177,25.948,24.777,32.638,36.086,23.692,21.165,27.266,29.386,28.125,37.825,41.664,Crunch
22.725,27.161,22.277,22.687,21.407,23.266,19.902,19.82,21.481,25.344,21.556,22.286,20.835,21.775,18.617,18.596,25.256,30.09,25.717,28.924,24.296,25.75,22.066,22.536,25.183,30.683,26.31,31.809,24.413,26.356,20.548,22.972,23.659,29.91,24.597,29.231,22.871,25.222,20.232,21.4,32.608,38.687,33.365,36.743,31.423,34.255,28.197,28.546,36.037,41.176,36.615,40.64,34.398,36.186,31.135,31.952,22.406,21.311,25.579,26.034,24.64,32.978,36.017,23.741,21.269,27.197,29.659,27.924,38.05,41.525,Crunch
22.826,27.205,22.34,22.786,21.453,23.273,19.938,19.92,21.498,25.459,21.567,22.069,20.941,21.943,18.891,18.744,25.786,30.38,26.206,28.962,24.888,26.278,22.969,23.244,25.302,30.763,26.375,31.777,24.457,26.387,20.682,23.034,23.809,30.159,24.707,28.842,22.973,25.438,20.297,21.266,32.684,38.744,33.434,36.69,31.498,34.339,28.292,28.557,36.09,41.727,36.663,40.201,34.508,36.685,31.255,31.808,22.468,21.389,26.089,26.097,24.686,33.03,36.117,23.783,21.187,27.109,29.767,27.834,38.047,41.71,Crunch
23.271,27.29,22.745,23.419,21.639,23.21,19.866,19.892,21.113,25.199,21.181,21.784,20.618,21.847,18.927,18.603,26.143,30.547,26.516,28.945,25.224,26.553,23.435,23.603,25.293,30.805,26.314,31.51,24.39,26.377,20.662,22.912,23.952,30.203,24.841,28.733,23.098,25.494,20.406,21.346,32.339,38.521,33.175,36.944,31.236,34.173,28.017,28.361,35.664,41.529,36.365,40.563,34.25,36.527,31.057,31.734,22.666,21.159,26.371,26.033,24.759,32.846,35.961,24.076,21.051,26.982,29.696,27.759,38.085,42.016,Crunch
23.675,27.537,23.079,23.112,21.707,23.309,19.605,19.181,21.039,25.06,21.15,22.333,20.532,21.813,18.941,18.545,26.06,30.38,26.399,28.704,25.103,26.452,23.407,23.503,25.178,30.836,26.158,31.183,24.243,26.355,20.56,22.71,23.927,30.107,24.786,28.521,23.044,25.434,20.346,21.324,32.052,38.334,32.991,37.429,31.057,34.067,27.842,28.383,35.465,41.483,36.148,40.541,34.012,36.531,30.835,31.46,22.651,21.177,26.251,25.903,24.686,32.769,35.809,24.237,21.514,26.716,29.592,27.558,38.238,42.093,Crunch
23.969,27.78,23.377,22.515,21.89,23.658,19.723,18.545,20.626,24.95,20.688,21.897,20.043,21.715,18.628,17.933,25.893,30.142,26.249,28.712,24.974,26.342,23.426,23.465,24.976,30.845,25.928,30.838,24.053,26.333,20.498,22.523,23.797,29.947,24.693,28.444,22.959,25.358,20.232,21.297,31.834,38.254,32.825,37.368,30.95,34.037,27.796,28.357,35.45,41.549,36.195,40.805,34.118,36.674,30.992,31.688,22.682,20.81,26.15,25.749,24.591,32.678,35.934,24.217,21.581,26.626,29.5,27.442,38.18,42.213,Crunch
23.904,27.835,23.38,21.813,21.925,23.852,19.885,18.239,20.679,24.894,20.685,21.804,20.045,21.76,18.707,17.876,25.928,29.979,26.347,29.194,25.07,26.313,23.577,23.614,24.998,30.993,25.938,30.702,24.126,26.467,20.811,22.596,23.716,30.002,24.714,28.503,23.026,25.532,20.269,21.343,31.9,38.308,32.975,37.685,31.127,34.179,27.982,28.598,35.669,41.6,36.568,41.59,34.504,36.864,31.373,32.306,22.604,20.806,26.253,25.829,24.638,32.844,36.309,24.041,21.562,26.832,29.535,27.507,38.291,42.499,Crunch
24.094,27.781,23.537,22.368,22.036,23.78,19.932,18.426,20.628,24.908,20.609,21.742,19.934,21.711,18.642,17.733,25.947,29.856,26.414,29.51,25.131,26.278,23.638,23.679,25.066,31.101,25.998,30.698,24.211,26.568,21.002,22.642,23.876,30.244,24.995,28.816,23.367,25.917,20.626,21.584,32.078,38.404,33.23,38.032,31.384,34.342,28.211,28.936,35.653,41.597,36.59,41.685,34.536,36.876,31.401,32.374,22.744,20.738,26.307,25.911,24.928,33.077,36.339,24.031,21.659,26.992,29.633,27.739,38.467,42.528,Crunch
24.96,27.855,24.206,24.033,22.678,23.812,20.521,19.492,20.671,24.928,20.627,21.77,19.933,21.702,18.643,17.725,25.973,29.819,26.462,29.57,25.173,26.268,23.659,23.696,25.06,31.11,25.985,30.722,24.194,26.575,20.999,22.609,24.146,30.497,25.276,29.084,23.651,26.188,20.923,21.793,31.967,38.359,33.146,38.023,31.305,34.306,28.125,28.897,35.488,41.472,36.505,41.745,34.504,36.789,31.386,32.484,23.445,20.75,26.328,25.907,25.195,33.016,36.297,24.473,21.71,27.018,29.7,28.012,38.483,42.435,Crunch
26.366,28.118,25.415,25.936,23.881,24.264,21.873,21.43,20.613,24.824,20.555,21.669,19.889,21.663,18.705,17.716,25.916,29.644,26.4,29.475,25.135,26.187,23.616,23.659,24.949,31.108,25.853,30.546,24.065,26.539,20.865,22.456,24.57,30.836,25.641,29.282,23.977,26.446,21.276,22.044,31.803,38.213,32.968,37.905,31.13,34.18,27.982,28.753,35.322,41.315,36.415,41.867,34.444,36.682,31.325,32.56,24.66,20.704,26.254,25.798,25.509,32.867,36.241,25.154,21.68,26.827,29.674,28.244,38.345,42.312,Crunch
27.496,28.318,26.513,27.447,24.952,24.856,23.187,23.227,20.567,24.752,20.486,21.68,19.848,21.646,18.731,17.691,25.798,29.424,26.262,29.365,25.035,26.082,23.546,23.586,24.76,31.097,25.629,30.11,23.856,26.482,20.633,22.201,24.723,30.953,25.792,29.34,24.123,26.531,21.412,22.173,31.791,38.183,32.944,38.039,31.094,34.151,27.961,28.76,35.544,41.409,36.733,42.587,34.721,36.733,31.5,33.081,25.75,20.675,26.137,25.596,25.631,32.865,36.538,25.782,21.651,26.613,29.529,28.323,38.378,42.775,Crunch
28.189,28.6,27.262,28.248,25.695,25.443,24.144,24.379,20.316,24.465,20.29,21.762,19.636,21.484,18.647,17.655,25.593,29.202,26.072,29.268,24.902,25.979,23.472,23.49,24.788,31.191,25.594,29.736,23.841,26.529,20.648,22.121,24.652,30.897,25.681,29.012,24.019,26.463,21.309,22.004,31.947,38.28,33.029,38.095,31.16,34.205,27.998,28.776,35.551,41.349,36.79,43.007,34.746,36.68,31.455,33.224,26.495,20.532,25.997,25.556,25.505,32.936,36.6,26.17,21.496,26.453,29.408,28.136,38.461,43.0,Crunch
28.429,28.717,27.516,28.52,25.929,25.659,24.558,24.816,20.145,24.401,20.169,21.724,19.463,21.334,18.35,17.235,25.335,28.947,25.833,29.146,24.732,25.836,23.358,23.356,24.878,31.323,25.698,29.625,23.983,26.646,20.909,22.29,24.687,30.793,25.647,28.8,23.993,26.392,21.262,21.867,32.107,38.323,33.101,38.131,31.222,34.226,28.042,28.794,35.726,41.356,36.884,43.151,34.81,36.693,31.537,33.312,26.768,20.352,25.818,25.669,25.43,32.993,36.684,26.303,21.472,26.281,29.384,27.923,38.541,43.13,Crunch
28.451,28.718,27.533,28.552,25.946,25.683,24.674,24.92,20.127,24.37,20.186,21.813,19.429,21.299,18.294,17.279,25.169,28.831,25.689,29.075,24.617,25.734,23.253,23.254,24.822,31.35,25.683,29.54,24.022,26.692,21.08,22.4,24.478,30.596,25.394,28.415,23.762,26.243,21.046,21.489,32.104,38.337,33.13,38.161,31.253,34.241,28.067,28.809,35.356,41.299,36.602,42.933,34.564,36.606,31.261,32.998,26.81,20.35,25.703,25.699,25.178,33.013,36.452,26.288,21.467,26.204,29.319,27.669,38.54,42.945,Crunch
28.421,28.615,27.499,28.555,25.928,25.668,24.706,24.937,20.103,24.125,20.192,21.98,19.413,21.066,18.097,17.056,25.097,28.911,25.668,29.043,24.613,25.759,23.209,23.206,24.705,31.271,25.57,29.439,23.949,26.645,21.135,22.403,24.36,30.433,25.282,28.22,23.677,26.191,20.996,21.305,32.138,38.281,33.188,38.102,31.314,34.242,28.15,28.868,34.891,40.866,36.214,42.814,34.233,36.373,30.946,32.77,26.791,20.254,25.688,25.64,25.058,33.035,36.138,26.186,21.347,26.253,29.223,27.443,38.473,42.713,Crunch
28.492,28.628,27.559,28.573,25.994,25.802,24.763,24.994,20.306,24.089,20.455,22.408,19.856,21.25,18.559,17.707,25.166,29.212,25.783,29.02,24.722,25.926,23.257,23.222,24.712,31.159,25.52,29.433,23.896,26.525,21.213,22.457,24.192,30.183,25.088,28.004,23.5,26.039,20.857,21.061,32.179,37.934,33.196,38.026,31.278,33.885,28.102,28.936,34.802,40.377,36.121,42.85,34.127,36.077,30.855,32.78,26.851,20.579,25.789,25.614,24.865,32.942,35.999,26.164,21.418,26.429,29.144,27.207,38.064,42.379,Crunch
28.787,28.774,27.858,28.848,26.338,26.152,25.191,25.45,20.256,23.803,20.405,22.689,19.893,21.073,18.619,17.923,25.308,29.459,25.913,29.038,24.828,26.042,23.32,23.267,24.841,31.247,25.589,29.43,23.953,26.531,21.365,22.537,24.133,30.042,25.038,27.971,23.461,25.957,20.804,21.006,32.016,37.177,32.994,37.977,31.006,33.125,27.852,28.89,34.568,39.599,35.887,42.912,33.872,35.384,30.6,32.772,27.175,20.583,25.897,25.687,24.801,32.629,35.699,26.265,21.501,26.616,29.191,27.023,37.424,42.006,Crunch
29.478,29.092,28.613,29.794,27.238,26.823,26.278,26.61,20.381,23.788,20.536,23.102,19.976,21.058,18.706,18.091,25.521,29.697,26.108,29.173,24.961,26.16,23.366,23.328,25.163,31.402,25.832,29.676,24.166,26.64,21.631,22.769,24.082,30.012,25.01,28.163,23.438,25.947,20.772,20.978,32.085,36.901,33.098,38.415,31.071,32.833,27.91,29.133,34.408,39.322,35.874,43.239,33.842,35.128,30.531,32.926,27.991,20.705,26.039,25.91,24.8,32.681,35.659,26.678,21.701,26.899,29.396,27.071,37.344,41.919,Crunch
30.097,29.099,29.285,30.662,28.065,27.304,27.292,27.697,20.767,23.77,20.855,23.715,20.298,21.036,19.152,18.71,25.55,29.752,26.107,29.218,24.919,26.122,23.304,23.265,25.686,31.588,26.343,30.207,24.617,26.858,22.016,23.152,24.213,29.999,25.122,28.986,23.503,25.898,20.799,21.178,32.292,36.943,33.313,38.874,31.23,32.842,28.01,29.382,34.487,39.344,35.967,43.387,33.931,35.14,30.678,33.066,28.688,21.038,26.03,26.309,24.962,32.861,35.75,26.786,21.983,27.062,29.705,27.587,37.639,42.007,Crunch
30.451,28.928,29.675,31.185,28.535,27.493,27.866,28.324,20.827,23.605,20.844,23.72,20.296,20.917,19.212,18.8,25.605,29.728,26.104,29.236,24.882,26.029,23.28,23.216,25.919,31.698,26.681,30.635,24.898,26.99,22.199,23.37,24.264,29.678,25.08,29.572,23.43,25.471,20.726,21.36,32.321,36.832,33.273,38.858,31.144,32.688,27.891,29.327,34.799,39.658,36.155,43.391,34.095,35.337,30.856,33.115,29.057,21.028,26.01,26.549,24.948,32.792,35.926,26.511,21.917,27.056,29.822,27.695,37.654,42.254,Crunch
30.555,28.849,29.821,31.442,28.73,27.593,28.069,28.579,20.722,23.289,20.639,23.811,20.028,20.366,19.02,18.683,25.624,29.692,26.084,29.14,24.875,25.97,23.297,23.217,26.098,31.662,26.91,31.228,25.031,26.949,22.245,23.555,24.028,29.412,24.988,29.979,23.34,25.134,20.535,21.422,32.068,36.709,33.014,38.917,30.892,32.513,27.654,29.27,34.703,40.113,36.108,43.443,34.077,35.661,30.798,33.088,29.205,20.82,25.987,26.71,24.855,32.63,35.999,26.192,21.864,26.945,30.049,27.443,37.833,42.642,Crunch
30.568,28.886,29.841,31.488,28.755,27.627,28.091,28.601,20.625,23.098,20.52,23.783,19.917,20.267,18.902,18.485,25.654,29.686,26.089,29.056,24.878,25.958,23.31,23.202,25.899,31.445,26.73,31.19,24.815,26.713,22.032,23.357,24.109,29.281,25.184,30.85,23.459,24.932,20.55,21.849,32.168,36.571,33.109,39.329,30.984,32.442,27.761,29.551,34.973,40.881,36.392,43.422,34.363,36.239,30.99,33.116,29.232,20.7,25.979,26.523,25.027,32.739,36.297,26.219,21.848,26.915,29.949,27.826,38.047,43.075,Crunch
30.684,29.236,29.978,31.531,28.911,27.916,28.288,28.725,20.648,23.079,20.565,23.862,19.953,20.266,18.917,18.467,25.6,29.63,26.041,28.973,24.831,25.912,23.249,23.089,25.475,31.014,26.281,30.854,24.343,26.227,21.669,22.889,24.427,29.385,25.629,31.765,23.848,25.055,20.83,22.39,32.35,36.57,33.279,39.619,31.139,32.489,27.914,29.804,35.057,41.02,36.497,43.482,34.456,36.368,31.056,33.171,29.409,20.72,25.916,26.094,25.416,32.895,36.388,26.35,21.803,26.877,29.568,28.298,38.225,43.222,Crunch
30.837,29.819,30.215,31.636,29.21,28.444,28.602,28.958,20.776,23.851,20.936,24.135,20.382,21.109,19.313,18.921,25.382,29.355,25.854,28.886,24.637,25.627,23.03,22.867,24.986,30.37,25.707,30.478,23.712,25.379,21.259,22.374,24.727,29.54,26.027,32.382,24.222,25.21,21.146,22.868,32.373,36.691,33.3,39.635,31.168,32.612,27.951,29.818,35.139,41.137,36.568,43.486,34.556,36.652,31.18,33.219,29.715,21.178,25.705,25.533,25.765,32.943,36.492,26.519,21.926,26.691,28.995,28.729,38.334,43.325,Crunch
31.015,30.541,30.501,31.739,29.564,29.108,28.931,29.197,20.409,23.744,20.659,24.092,20.131,21.006,19.049,18.787,25.005,28.998,25.562,28.791,24.321,25.253,22.714,22.576,24.672,29.749,25.332,30.257,23.334,24.644,21.132,22.16,24.864,29.645,26.173,32.6,24.343,25.255,21.23,22.967,32.388,36.691,33.294,39.64,31.11,32.406,27.803,29.763,35.074,40.951,36.482,43.484,34.431,36.404,30.997,33.16,30.075,20.985,25.402,25.16,25.885,32.887,36.373,26.976,21.884,26.427,28.41,28.893,38.3,43.206,Crunch
31.094,30.934,30.645,31.761,29.728,29.484,29.065,29.283,19.144,22.94,19.539,23.649,18.992,20.263,18.27,18.197,24.843,28.903,25.458,28.775,24.164,25.109,22.486,22.347,24.468,29.215,25.102,30.136,23.158,24.098,21.19,22.119,24.914,29.643,26.222,32.714,24.371,25.263,21.216,22.965,32.203,36.218,33.077,39.614,30.827,31.835,27.514,29.622,35.045,40.881,36.451,43.482,34.405,36.349,30.989,33.154,30.249,20.124,25.261,24.935,25.914,32.614,36.345,27.4,21.455,26.334,27.764,28.975,37.974,43.157,Crunch
31.091,31.004,30.66,31.768,29.749,29.578,29.079,29.276,18.887,22.644,19.217,23.518,18.638,19.986,17.99,17.987,24.572,28.595,25.187,28.66,23.796,24.668,21.946,21.816,24.32,29.092,25.009,30.029,23.139,24.06,21.2,22.053,24.877,29.494,26.183,32.748,24.329,25.145,21.169,22.965,31.81,35.382,32.651,39.525,30.316,31.001,27.002,29.342,34.928,40.741,36.331,43.451,34.275,36.234,30.837,33.076,30.276,19.858,24.905,24.863,25.864,32.129,36.234,27.638,21.369,26.177,27.453,28.878,37.539,43.097,Crunch
31.088,30.988,30.652,31.79,29.744,29.584,29.075,29.269,18.886,22.378,19.145,23.46,18.442,19.773,17.636,17.903,23.845,28.0,24.526,28.292,23.013,23.839,20.871,20.819,24.173,29.056,24.933,29.949,23.124,24.103,21.155,21.964,24.727,29.193,26.042,32.746,24.195,24.907,21.058,22.932,31.716,35.289,32.559,39.508,30.207,30.882,26.862,29.267,34.669,40.011,36.094,43.413,34.004,35.641,30.591,32.999,30.274,19.703,24.151,24.807,25.725,32.036,35.928,27.742,21.32,25.914,27.306,28.73,37.493,42.714,Crunch
31.019,30.928,30.583,31.726,29.699,29.56,29.052,29.234,18.958,22.376,19.185,23.389,18.437,19.666,17.247,17.838,23.082,27.583,23.812,27.63,22.188,23.225,19.831,19.775,24.128,29.036,24.93,29.938,23.175,24.167,21.207,21.989,24.627,29.029,25.958,32.708,24.107,24.796,20.972,22.871,31.588,35.307,32.407,39.136,30.084,30.926,26.784,29.038,34.567,40.057,35.996,42.982,33.936,35.717,30.537,32.757,30.225,19.637,23.391,24.821,25.634,31.909,35.819,27.641,21.335,25.663,27.232,28.591,37.329,42.353,Crunch
30.918,30.822,30.504,31.761,29.633,29.487,29.013,29.203,19.078,22.521,19.288,23.174,18.585,19.816,17.271,18.111,23.102,27.732,23.847,27.478,22.135,23.385,19.647,19.71,24.148,28.952,24.968,30.019,23.237,24.167,21.265,22.056,24.565,28.959,25.911,32.685,24.053,24.713,20.927,22.829,31.562,35.26,32.299,38.658,29.982,30.944,26.736,28.718,34.953,39.999,36.383,43.316,34.292,35.718,30.928,33.069,30.168,19.73,23.379,24.852,25.58,31.77,36.082,27.534,20.917,25.685,27.181,28.52,37.004,42.329,Crunch
30.836,30.796,30.438,31.74,29.571,29.444,28.982,29.174,18.835,22.188,19.164,23.395,18.502,19.463,17.019,18.061,23.483,27.996,24.261,27.889,22.464,23.724,19.711,20.111,24.556,29.073,25.447,30.516,23.701,24.474,21.619,22.465,24.668,29.02,26.024,32.764,24.15,24.72,20.997,22.887,31.666,35.661,32.43,38.593,30.165,31.413,26.956,28.724,34.989,40.164,36.397,43.251,34.271,35.763,30.862,32.968,30.123,19.578,23.705,25.231,25.654,31.951,36.083,27.457,20.83,25.838,27.283,28.49,37.176,42.429,Crunch
30.843,30.842,30.453,31.746,29.585,29.485,29.007,29.182,18.921,22.361,19.22,23.377,18.516,19.545,17.03,18.11,23.358,27.943,24.098,27.606,22.333,23.713,19.524,20.053,25.452,29.546,26.457,31.593,24.662,25.259,22.383,23.353,25.049,29.154,26.395,33.069,24.483,24.841,21.285,23.183,31.924,36.457,32.771,38.58,30.578,32.255,27.367,28.863,34.856,40.143,36.177,43.084,34.016,35.615,30.599,32.705,30.143,19.635,23.579,26.088,25.933,32.349,35.899,27.468,20.835,25.588,27.832,28.593,37.632,42.446,Crunch
30.803,30.852,30.425,31.687,29.57,29.534,29.016,29.166,19.138,22.405,19.395,23.49,18.727,19.661,17.257,18.375,23.329,27.938,24.01,27.394,22.288,23.758,19.555,20.13,26.018,29.898,27.088,32.195,25.298,25.827,22.972,23.958,25.806,29.477,27.179,33.793,25.194,25.269,21.937,23.867,31.821,36.466,32.603,38.493,30.366,32.189,27.089,28.609,34.925,40.137,36.272,43.302,34.099,35.615,30.705,32.839,30.132,19.806,23.55,26.657,26.565,32.205,35.987,27.471,20.818,25.363,28.177,28.993,37.703,42.546,Crunch
30.606,30.788,30.264,31.607,29.421,29.498,28.904,29.063,19.182,22.589,19.375,23.463,18.719,19.768,17.355,18.463,23.294,27.866,23.942,27.519,22.26,23.758,19.608,20.271,26.253,30.14,27.351,32.316,25.583,26.148,23.24,24.173,26.068,29.422,27.51,34.224,25.503,25.366,22.254,24.259,31.821,36.468,32.626,38.52,30.381,32.198,27.105,28.615,34.743,40.025,36.134,43.26,33.943,35.548,30.529,32.65,30.019,19.864,23.565,26.9,26.826,32.217,35.854,27.627,20.829,25.395,28.266,29.086,37.707,42.487,Crunch
