Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
24.245,25.806,25.019,23.927,25.33,25.913,25.127,24.333,20.319,19.233,19.478,19.211,19.436,19.506,20.741,18.526,17.531,16.254,17.251,17.057,15.942,15.283,15.959,13.193,15.314,14.542,14.928,15.489,14.513,14.954,16.153,13.11,10.307,9.357,9.647,10.074,10.731,11.166,12.899,10.49,11.36,8.968,8.741,7.72,9.034,10.025,12.835,9.897,14.016,13.709,13.796,13.568,13.214,14.174,15.332,11.147,24.963,19.556,16.059,14.875,10.584,9.823,13.619,19.34,16.73,12.168,9.484,6.211,8.615,9.538,Blink
24.28,25.902,25.072,23.944,25.372,25.954,25.127,24.349,20.096,18.829,19.187,18.836,19.058,19.262,20.369,18.103,17.201,15.624,16.818,16.739,15.29,14.728,15.409,12.913,15.074,14.279,14.744,15.36,14.467,14.908,16.125,12.992,10.047,9.055,9.29,9.922,10.425,10.897,12.612,10.291,11.631,9.195,8.898,7.903,9.0,10.052,12.869,9.902,14.134,13.815,13.884,13.645,13.293,14.27,15.419,11.163,25.0,19.218,15.59,14.744,10.317,9.931,13.703,19.483,16.721,11.991,9.567,6.083,8.71,9.46,Blink
24.289,25.926,25.072,23.93,25.367,25.964,25.128,24.339,20.029,18.725,19.1,18.717,18.971,19.208,20.313,18.016,16.994,15.148,16.538,16.527,14.856,14.373,15.017,12.829,14.857,14.067,14.615,15.243,14.504,14.983,16.111,12.916,9.789,8.748,8.817,9.58,10.0,10.588,12.382,10.047,11.635,9.566,9.053,7.939,8.974,10.06,12.882,9.918,14.072,13.761,13.83,13.582,13.229,14.23,15.421,11.137,25.002,19.135,15.285,14.662,9.994,10.003,13.658,19.569,16.68,11.838,9.643,6.152,8.778,9.421,Blink
24.336,25.944,25.076,23.924,25.349,25.986,25.118,24.335,19.772,18.416,18.858,18.357,18.685,19.055,20.105,17.742,17.025,14.873,16.468,16.474,14.713,14.318,14.853,12.851,14.684,13.987,14.614,15.241,14.691,15.164,16.194,12.979,9.623,8.581,8.481,9.365,9.675,10.286,12.187,9.87,11.609,9.577,9.063,7.932,9.026,10.083,13.001,9.994,14.071,13.755,13.817,13.558,13.201,14.223,15.413,11.097,25.008,18.874,15.197,14.694,9.759,10.036,13.642,19.647,16.624,11.761,9.623,6.08,8.742,9.443,Blink
24.433,25.97,25.101,23.95,25.342,26.028,25.116,24.369,19.741,18.325,18.781,18.338,18.671,19.095,20.112,17.766,17.031,14.724,16.424,16.448,14.597,14.213,14.706,12.841,14.634,14.002,14.739,15.346,14.957,15.377,16.367,13.105,9.486,8.616,8.125,8.98,9.306,9.962,11.949,9.397,11.828,9.924,9.387,8.178,9.283,10.354,13.176,9.978,14.11,13.793,13.819,13.572,13.188,14.191,15.31,11.055,25.039,18.854,15.123,14.816,9.478,10.263,13.63,19.704,16.578,11.68,9.533,6.061,8.641,9.301,Blink
24.415,25.929,25.035,23.925,25.302,26.01,25.086,24.371,19.269,17.959,18.405,18.045,18.501,19.053,20.114,17.829,16.907,14.64,16.326,16.399,14.493,14.137,14.633,12.831,14.681,14.045,14.887,15.481,15.176,15.519,16.545,13.239,9.635,8.927,8.299,8.965,9.439,9.993,12.097,9.343,11.756,9.994,9.406,8.169,9.407,10.488,13.279,10.14,13.936,13.822,13.741,13.535,13.3,14.302,15.503,11.444,25.009,18.647,15.046,14.947,9.587,10.33,13.698,19.714,16.235,11.561,9.47,6.081,8.448,9.315,Blink
24.236,25.793,24.865,23.855,25.232,25.915,25.045,24.369,19.326,17.985,18.39,18.145,18.612,19.153,20.193,17.994,16.723,14.546,16.174,16.319,14.417,14.094,14.645,12.838,14.78,14.096,14.967,15.561,15.283,15.561,16.618,13.269,9.744,9.197,8.508,9.052,9.599,10.107,12.28,9.366,11.629,9.989,9.334,8.079,9.564,10.701,13.609,10.582,13.912,13.791,13.73,13.544,13.317,14.323,15.549,11.532,24.914,18.725,14.969,15.017,9.731,10.436,13.712,19.405,16.086,11.351,9.446,6.178,8.738,9.417,Blink
23.943,25.563,24.635,23.73,25.1,25.722,24.949,24.347,19.17,17.923,18.321,18.234,18.695,19.237,20.246,18.219,16.565,14.505,16.005,16.241,14.382,14.107,14.717,12.946,14.759,14.069,14.931,15.557,15.287,15.519,16.595,13.245,9.868,9.449,8.833,9.277,9.866,10.358,12.485,9.599,11.505,9.82,9.234,8.129,9.532,10.717,13.679,10.861,13.737,13.546,13.529,13.37,13.041,13.91,15.144,11.384,24.749,18.756,14.934,14.995,9.967,10.435,13.458,18.929,15.609,11.046,9.359,6.232,9.009,9.258,Blink
23.748,25.372,24.459,23.594,24.917,25.515,24.779,24.249,19.163,17.865,18.369,18.301,18.774,19.202,20.31,18.346,16.297,14.332,15.65,15.975,14.213,14.114,14.748,12.829,14.731,14.066,14.914,15.583,15.292,15.489,16.543,13.27,9.819,9.538,8.907,9.361,10.001,10.553,12.606,9.812,11.395,9.764,9.266,8.22,9.61,10.771,13.746,10.954,13.733,13.53,13.53,13.37,13.069,13.859,15.071,11.389,24.579,18.791,14.77,14.986,10.075,10.466,13.444,18.73,15.451,10.7,9.268,6.264,8.917,9.063,Blink
23.811,25.41,24.488,23.636,24.888,25.496,24.764,24.211,19.23,17.826,18.468,18.414,18.715,19.268,20.189,18.532,15.75,13.933,15.094,15.481,13.946,14.013,14.728,12.675,14.751,14.116,14.95,15.657,15.339,15.511,16.515,13.367,9.774,9.624,9.103,9.593,10.251,10.821,12.773,10.169,11.551,9.797,9.483,8.431,9.752,10.89,13.847,11.056,13.743,13.598,13.576,13.38,13.165,14.043,15.233,11.353,24.588,18.83,14.453,15.026,10.263,10.601,13.511,18.37,15.375,10.289,9.239,6.185,8.971,9.302,Blink
23.911,25.501,24.575,23.761,24.965,25.621,24.876,24.311,18.826,17.617,18.337,18.34,18.759,19.244,20.251,18.606,15.12,13.471,14.49,14.91,13.674,13.829,14.721,12.477,14.688,14.148,14.947,15.684,15.39,15.514,16.514,13.431,9.826,9.652,9.225,9.721,10.371,10.929,12.858,10.321,11.716,9.747,9.618,8.652,9.811,10.86,13.871,11.157,13.681,13.553,13.509,13.322,13.087,13.992,15.25,11.289,24.69,18.748,14.087,15.04,10.363,10.679,13.46,17.851,14.608,9.86,9.23,6.143,9.115,9.41,Blink
23.993,25.527,24.63,23.894,24.984,25.702,24.893,24.441,18.742,17.536,18.323,18.354,18.755,19.349,20.236,18.804,14.325,12.825,13.736,14.225,13.385,13.52,14.718,12.203,14.566,14.214,14.907,15.645,15.422,15.515,16.517,13.418,9.818,9.615,9.254,9.794,10.432,10.965,12.91,10.412,11.67,9.481,9.529,8.629,9.699,10.676,13.759,11.146,13.448,13.329,13.316,13.098,12.963,13.879,15.181,11.267,24.758,18.762,13.617,15.026,10.4,10.574,13.31,17.537,14.482,9.182,9.269,6.118,9.114,9.286,Blink
23.968,25.346,24.518,23.881,24.786,25.504,24.728,24.372,18.438,17.498,18.251,18.306,18.741,19.406,20.167,18.799,13.458,12.129,12.968,13.513,13.155,13.03,14.709,11.765,14.494,14.328,14.89,15.6,15.44,15.549,16.49,13.323,9.807,9.572,9.253,9.83,10.445,10.954,12.918,10.452,11.365,8.938,9.286,8.524,9.404,10.347,13.521,10.977,13.311,13.212,13.214,13.035,12.917,13.903,15.176,11.337,24.638,18.701,13.091,15.014,10.404,10.295,13.263,17.104,13.656,8.646,9.388,6.099,9.083,9.336,Blink
23.716,24.903,24.14,23.583,24.311,24.941,24.343,23.983,18.28,17.433,18.192,18.254,18.739,19.47,20.154,18.872,13.122,12.035,12.739,13.211,13.133,12.759,14.623,11.34,14.487,14.481,14.91,15.559,15.433,15.586,16.41,13.129,9.979,9.568,9.326,9.888,10.449,10.931,12.906,10.456,11.366,8.861,9.365,8.895,9.571,10.416,13.438,11.105,13.276,13.286,13.245,13.078,13.016,14.018,15.253,11.474,24.24,18.674,12.87,14.999,10.438,10.377,13.331,16.509,13.377,8.653,9.511,6.22,9.204,9.465,Blink
23.331,24.431,23.698,23.121,23.825,24.315,23.97,23.452,18.048,17.223,17.977,18.109,18.665,19.319,20.125,18.833,13.036,12.077,12.694,13.124,13.055,12.55,14.33,10.84,14.55,14.696,15.004,15.58,15.473,15.697,16.32,12.936,10.026,9.612,9.353,9.89,10.449,10.922,12.877,10.453,11.273,8.973,9.44,9.14,9.794,10.573,13.476,11.257,13.249,13.275,13.179,13.046,12.939,13.941,15.153,11.314,23.768,18.537,12.713,15.032,10.448,10.491,13.262,16.065,13.26,8.659,9.568,6.355,9.427,9.489,Blink
23.048,24.191,23.457,22.806,23.607,24.032,23.809,23.103,17.922,17.106,17.886,18.022,18.621,19.24,20.094,18.819,13.062,11.977,12.651,13.158,12.841,12.353,13.87,10.432,14.693,14.903,15.144,15.652,15.558,15.857,16.233,12.736,10.072,9.664,9.377,9.894,10.477,10.958,12.892,10.459,11.384,8.945,9.484,9.153,9.728,10.484,13.427,11.257,13.094,13.195,13.053,12.914,12.83,13.876,15.004,11.097,23.507,18.464,12.543,15.097,10.474,10.483,13.133,15.934,13.251,8.49,9.585,6.517,9.582,9.495,Blink
22.947,24.147,23.409,22.783,23.592,24.01,23.791,23.021,17.829,16.877,17.691,17.917,18.453,19.035,20.011,18.751,13.364,12.088,12.92,13.45,13.012,12.695,13.989,10.538,14.829,14.93,15.208,15.672,15.549,15.858,15.99,12.356,10.065,9.613,9.324,9.88,10.371,10.854,12.786,10.364,11.257,9.009,9.474,9.143,9.667,10.564,13.289,11.06,13.044,13.169,13.014,12.854,12.822,13.875,14.953,10.961,23.462,18.32,12.757,15.049,10.407,10.433,13.087,15.897,13.086,8.632,9.547,6.571,9.575,9.431,Blink
22.766,24.043,23.265,22.681,23.5,23.952,23.697,22.924,17.62,16.652,17.467,17.702,18.199,18.636,19.656,18.427,13.969,12.477,13.528,13.991,13.52,13.295,14.458,10.823,14.991,14.865,15.286,15.688,15.54,15.757,15.746,12.009,9.938,9.379,9.228,9.83,10.051,10.444,12.433,10.032,11.335,8.997,9.747,9.266,9.289,10.042,12.628,10.565,13.019,13.105,12.991,12.73,12.775,13.824,14.89,10.877,23.354,18.045,13.257,14.985,10.167,10.234,13.026,15.818,13.026,8.884,9.59,6.604,9.415,9.323,Blink
22.317,23.725,22.853,22.351,23.104,23.641,23.209,22.584,17.668,16.692,17.52,17.757,18.208,18.606,19.574,18.354,14.942,13.339,14.546,14.883,14.397,14.176,15.027,11.2,15.154,14.83,15.409,15.709,15.643,15.71,15.734,11.983,9.686,9.084,8.969,9.653,9.619,9.929,11.835,9.613,11.259,8.591,9.655,9.272,8.945,9.659,12.182,10.261,12.706,12.705,12.626,12.372,12.529,13.753,14.891,10.776,22.973,18.047,14.064,15.022,9.798,9.978,12.795,15.777,13.008,9.204,9.664,6.522,9.25,9.09,Blink
21.769,23.36,22.404,22.033,22.62,23.185,22.536,22.168,17.249,16.01,16.859,17.158,17.302,17.759,18.53,17.605,16.038,14.449,15.734,15.968,15.564,15.179,15.74,11.976,15.186,14.784,15.474,15.704,15.783,15.743,15.891,12.19,9.396,8.676,8.6,9.194,9.02,9.2,10.991,8.956,11.234,8.486,9.656,9.305,8.943,9.659,12.153,10.272,11.135,11.021,10.826,10.597,11.127,12.551,13.898,10.149,22.509,17.309,15.081,15.094,9.254,9.963,11.413,15.598,12.698,9.632,9.691,6.252,9.181,8.303,Blink
21.654,23.291,22.337,21.995,22.534,23.08,22.405,22.085,16.493,15.254,16.189,16.53,16.539,16.882,17.578,16.888,16.844,15.307,16.638,16.807,16.588,16.016,16.357,12.797,15.188,14.804,15.51,15.729,15.949,15.868,16.091,12.528,9.372,8.693,8.684,9.072,8.801,8.868,10.463,8.658,11.245,8.507,9.625,9.294,8.939,9.602,12.006,10.282,10.355,10.183,9.986,9.633,10.327,11.759,12.983,9.819,22.423,16.544,15.919,15.208,9.076,9.938,10.631,15.471,12.375,10.028,9.659,6.019,9.088,7.646,Blink
21.482,23.141,22.115,21.662,22.28,22.929,22.081,21.828,16.386,15.1,15.989,16.327,16.334,16.755,17.278,16.763,17.174,15.662,17.048,17.2,17.162,16.459,16.705,13.267,15.367,14.997,15.671,15.875,16.16,16.067,16.259,12.91,9.425,8.842,8.84,9.016,8.597,8.538,9.707,8.425,10.97,8.773,9.591,9.511,8.869,9.42,11.701,10.311,10.288,10.137,9.929,9.602,10.276,11.692,12.893,9.767,22.19,16.366,16.335,15.413,8.924,9.893,10.573,15.316,12.247,10.266,9.616,5.645,9.059,7.493,Blink
20.463,22.314,21.045,20.377,21.017,21.925,20.46,20.555,15.813,14.485,15.403,15.805,15.575,16.093,16.199,16.128,17.251,15.751,17.166,17.297,17.375,16.589,16.753,13.43,15.589,15.238,15.866,16.059,16.327,16.219,16.315,13.19,9.638,9.355,9.307,9.259,8.663,8.542,9.39,8.581,10.943,8.973,9.756,9.715,8.914,9.426,11.579,10.342,10.165,10.095,9.869,9.483,10.148,11.587,12.814,9.631,21.019,15.687,16.452,15.6,9.092,9.956,10.474,14.821,11.934,10.373,9.584,5.548,8.986,7.466,Blink
18.977,21.0,19.475,18.689,19.174,20.389,18.213,18.574,15.189,13.884,14.917,15.355,14.879,15.226,15.33,15.556,17.238,15.754,17.186,17.296,17.458,16.575,16.674,13.494,15.749,15.4,15.981,16.156,16.369,16.228,16.198,13.311,9.807,9.512,9.552,9.426,8.732,8.553,9.377,8.684,11.031,9.158,9.951,9.725,8.787,9.216,11.245,10.177,10.056,10.118,9.839,9.427,10.191,11.561,12.876,9.485,19.312,15.042,16.459,15.674,9.206,9.911,10.444,14.218,11.646,10.393,9.48,5.485,8.876,7.333,Blink
17.719,19.678,17.961,17.261,17.467,19.142,16.501,17.087,14.954,13.629,14.632,15.113,14.473,14.997,14.702,15.426,17.154,15.695,17.14,17.249,17.511,16.512,16.623,13.526,15.854,15.534,16.038,16.167,16.324,16.14,15.977,13.427,9.93,9.528,9.643,9.446,8.679,8.428,9.343,8.609,10.998,9.485,10.203,9.939,9.017,9.37,11.369,10.434,9.934,9.891,9.697,9.269,10.149,11.578,12.939,9.468,17.852,14.741,16.426,15.683,9.201,10.102,10.366,13.682,11.445,10.587,9.307,5.455,8.703,7.265,Blink
16.866,18.554,16.756,16.424,16.188,18.447,15.7,16.453,14.269,12.906,14.048,14.688,13.585,14.115,13.41,14.773,17.029,15.589,17.044,17.159,17.509,16.436,16.508,13.546,15.924,15.676,16.08,16.144,16.248,16.003,15.741,13.553,9.846,9.401,9.558,9.276,8.466,8.162,9.186,8.459,10.828,9.711,10.111,9.864,9.057,9.457,11.66,10.745,9.799,9.763,9.56,9.098,10.042,11.475,12.913,9.484,16.924,13.974,16.352,15.671,9.044,10.179,10.267,13.1,11.106,10.768,9.087,5.337,8.802,7.221,Blink
16.685,18.056,16.469,16.347,15.843,18.283,15.653,16.365,14.164,12.796,13.859,14.552,13.415,14.024,13.241,14.725,16.942,15.605,16.993,17.105,17.531,16.445,16.468,13.714,15.986,15.785,16.124,16.146,16.184,15.857,15.562,13.69,9.531,9.287,9.37,8.886,8.09,7.835,8.969,8.21,11.036,9.943,10.277,9.974,9.375,9.716,12.014,10.961,9.566,9.535,9.318,8.811,9.853,11.259,12.711,9.39,16.713,13.847,16.35,15.667,8.772,10.412,10.055,12.615,10.859,10.889,8.765,5.19,8.989,7.298,Blink
16.73,17.992,16.619,16.415,15.853,18.238,15.645,16.342,14.142,12.864,13.795,14.457,13.356,14.014,13.148,14.77,16.856,15.642,16.937,17.091,17.531,16.421,16.486,13.893,16.045,15.833,16.155,16.164,16.124,15.693,15.47,13.797,9.449,9.276,9.408,8.786,8.067,7.85,9.026,8.161,11.562,10.097,10.808,10.306,9.84,10.0,12.241,11.05,9.713,9.86,9.488,8.898,9.971,11.411,12.742,9.335,16.729,13.818,16.357,15.66,8.753,10.738,10.177,12.576,10.763,11.072,8.517,5.075,9.095,7.379,Blink
16.468,17.909,16.624,16.389,15.809,18.052,15.557,16.199,14.161,12.946,13.814,14.427,13.37,13.974,13.157,14.838,16.647,15.59,16.755,16.951,17.379,16.262,16.388,13.841,16.094,15.826,16.163,16.185,16.036,15.508,15.39,13.846,9.866,9.51,9.794,9.079,8.333,8.158,9.208,8.193,11.706,10.311,10.869,10.372,9.914,10.191,12.27,10.979,10.214,10.45,9.915,9.262,10.343,11.712,12.93,9.527,16.626,13.836,16.226,15.631,9.018,10.827,10.544,12.709,10.748,11.302,8.477,5.314,9.134,7.725,Blink
15.829,17.744,16.418,16.256,15.702,17.705,15.337,15.92,13.798,12.822,13.613,14.096,13.178,13.679,13.05,14.641,16.652,15.707,16.744,16.938,17.319,16.238,16.369,13.878,16.106,15.782,16.118,16.165,15.885,15.284,15.204,13.785,10.25,9.552,10.114,9.489,8.638,8.513,9.523,8.387,11.681,10.594,10.786,10.286,9.92,10.487,12.293,10.938,10.122,10.394,9.882,9.198,10.238,11.603,12.822,9.475,16.364,13.61,16.231,15.541,9.308,10.873,10.467,12.574,10.743,11.566,8.578,5.39,9.394,7.875,Blink
15.706,17.706,16.436,16.4,15.722,17.57,15.332,15.937,13.0,12.291,12.88,13.276,12.737,13.182,12.735,14.319,16.815,15.948,16.878,17.045,17.394,16.321,16.458,14.038,16.119,15.783,16.087,16.133,15.758,15.12,14.998,13.664,10.212,9.275,10.002,9.451,8.295,8.335,9.023,8.073,11.836,11.051,10.878,10.267,10.083,10.885,12.478,10.845,10.097,10.168,9.743,8.95,9.747,11.25,12.306,8.768,16.351,13.052,16.362,15.458,9.083,11.04,10.129,12.407,10.576,11.711,8.75,5.304,9.646,7.683,Blink
15.912,17.766,16.599,16.533,15.763,17.56,15.326,15.954,12.565,12.219,12.694,12.832,12.317,12.752,12.202,13.902,16.948,16.154,16.999,17.131,17.485,16.424,16.548,14.154,16.128,15.831,16.101,16.14,15.708,15.058,14.904,13.603,10.125,8.976,9.831,9.335,7.93,8.002,8.418,7.694,11.901,11.152,11.018,10.458,10.213,10.984,12.412,10.804,10.208,10.269,9.95,9.183,9.915,11.241,12.364,8.981,16.427,12.685,16.48,15.434,8.789,11.118,10.264,12.513,10.56,11.787,8.865,5.089,9.478,7.555,Blink
15.998,17.788,16.663,16.514,15.776,17.557,15.275,15.938,12.086,12.147,12.283,12.12,11.949,12.327,11.802,13.191,16.99,16.271,17.046,17.133,17.539,16.501,16.601,14.144,16.138,15.864,16.13,16.171,15.697,15.039,14.868,13.578,9.989,8.723,9.577,9.09,7.481,7.572,7.82,7.165,12.0,11.345,11.267,10.529,10.462,11.159,12.511,10.922,10.257,10.307,10.033,9.328,10.116,11.378,12.618,9.224,16.439,12.238,16.528,15.435,8.427,11.274,10.408,12.719,10.392,11.822,8.938,4.893,9.219,7.569,Blink
15.948,17.748,16.642,16.433,15.723,17.53,15.051,15.976,12.103,12.296,12.348,12.024,11.53,12.231,11.224,12.741,16.931,16.241,17.011,17.082,17.541,16.486,16.623,14.144,16.166,15.86,16.151,16.169,15.684,14.996,14.81,13.546,9.897,8.578,9.445,8.953,7.269,7.23,7.587,6.885,12.066,11.42,11.302,10.54,10.491,11.213,12.487,10.955,10.208,10.273,9.959,9.448,10.12,11.419,12.6,9.111,16.381,12.062,16.508,15.423,8.231,11.309,10.392,12.891,10.353,11.837,9.101,4.772,9.202,7.621,Blink
15.491,17.439,16.369,16.052,15.332,17.227,13.919,15.527,11.758,12.089,12.023,11.266,10.992,11.382,10.466,11.114,16.942,16.189,17.01,17.077,17.539,16.431,16.612,14.125,16.179,15.838,16.154,16.143,15.677,14.939,14.715,13.495,9.645,8.395,9.184,8.666,7.042,6.774,7.295,6.683,11.901,11.406,11.139,10.566,10.448,11.245,12.39,10.898,10.346,10.169,9.897,9.378,9.878,11.114,12.247,8.889,15.92,11.386,16.491,15.393,7.96,11.249,10.24,12.954,10.074,11.845,9.377,4.721,9.327,7.517,Blink
14.596,16.729,15.7,15.29,14.51,16.275,12.028,14.246,11.7,12.137,12.015,11.179,10.696,11.376,9.472,10.484,17.049,16.204,17.072,17.151,17.543,16.406,16.587,14.095,16.181,15.807,16.181,16.14,15.706,14.926,14.644,13.477,9.413,8.478,9.149,8.62,7.363,7.125,7.807,7.062,11.732,11.452,11.062,10.449,10.424,11.383,12.431,10.783,10.453,10.148,9.919,9.535,9.832,11.083,12.067,8.722,14.922,11.132,16.513,15.383,8.127,11.214,10.22,12.821,9.832,11.882,9.529,4.945,9.418,7.565,Blink
13.393,15.606,14.694,14.015,13.243,14.725,10.203,12.435,11.805,12.152,11.934,11.168,10.563,10.616,8.948,8.895,17.102,16.193,17.105,17.203,17.53,16.415,16.541,14.023,16.196,15.741,16.203,16.16,15.759,14.933,14.646,13.53,9.254,8.586,9.191,8.628,7.547,7.366,8.132,7.197,11.716,11.522,11.11,10.4,10.547,11.553,12.609,10.837,10.416,10.119,9.905,9.56,9.855,11.062,12.145,8.841,13.539,10.76,16.514,15.396,8.238,11.287,10.238,12.405,9.564,11.959,9.54,5.036,9.73,7.67,Blink
12.871,15.081,14.287,13.285,12.575,13.879,10.453,11.444,12.024,12.133,11.947,11.21,10.608,10.196,8.99,8.732,17.149,16.14,17.11,17.201,17.492,16.418,16.474,13.935,16.163,15.628,16.187,16.163,15.804,14.898,14.758,13.637,9.178,8.738,9.278,8.7,7.861,7.693,8.717,7.453,11.634,11.813,11.435,10.5,11.213,11.81,13.189,11.299,10.1,9.921,9.768,9.231,9.698,10.633,11.895,8.51,12.984,10.73,16.49,15.405,8.452,11.612,9.97,12.159,9.328,12.088,9.471,5.136,10.099,7.64,Blink
12.774,14.854,14.221,13.276,12.339,13.759,11.811,11.745,12.658,12.506,12.206,11.564,10.681,9.571,8.638,7.858,17.308,16.13,17.163,17.221,17.452,16.389,16.423,13.887,16.053,15.422,16.074,16.087,15.761,14.754,14.845,13.693,9.095,8.968,9.41,8.805,8.309,7.951,9.298,7.693,11.614,12.045,11.764,10.555,11.523,11.915,13.521,11.549,10.021,9.653,9.538,8.879,9.378,10.309,11.598,8.16,13.097,10.71,16.497,15.336,8.691,11.811,9.692,12.087,9.596,12.261,9.394,5.203,10.356,7.416,Blink
13.027,14.934,14.524,13.873,12.698,14.419,13.066,13.113,12.676,12.559,12.259,11.542,10.661,9.572,8.787,7.763,17.467,16.161,17.237,17.254,17.439,16.355,16.403,13.869,15.934,15.197,15.924,15.954,15.677,14.555,14.947,13.735,9.057,8.97,9.414,8.813,8.403,7.959,9.432,7.724,11.739,12.197,11.963,10.588,11.641,12.142,13.708,11.567,10.014,9.717,9.602,8.856,9.435,10.52,11.671,8.138,13.707,10.727,16.523,15.24,8.721,11.943,9.744,12.35,9.573,12.321,9.389,5.167,10.419,7.42,Blink
13.047,14.991,14.609,13.977,12.768,14.761,13.334,13.92,12.71,12.646,12.237,11.497,10.677,9.824,9.128,8.321,17.601,16.273,17.325,17.285,17.465,16.35,16.388,13.868,15.867,15.045,15.809,15.84,15.597,14.37,15.075,13.79,9.002,8.926,9.397,8.801,8.384,7.952,9.406,7.738,11.711,12.228,11.996,10.67,11.679,12.223,13.755,11.536,10.173,9.652,9.612,8.814,9.283,10.317,11.492,8.025,13.926,10.88,16.569,15.174,8.701,11.975,9.671,12.558,9.974,12.376,9.364,5.046,10.385,7.4,Blink
12.672,14.749,14.31,13.143,12.331,14.611,13.248,13.834,12.769,12.605,12.197,11.504,10.614,9.668,9.078,8.679,17.641,16.351,17.356,17.261,17.477,16.325,16.305,13.842,15.853,15.057,15.76,15.792,15.563,14.398,15.234,13.805,8.913,8.832,9.369,8.795,8.368,8.082,9.417,7.772,11.732,12.087,11.82,10.428,11.48,11.99,13.558,11.385,10.317,9.639,9.578,8.822,9.153,10.235,11.416,7.851,13.612,10.889,16.57,15.183,8.693,11.81,9.626,12.416,10.19,12.386,9.242,5.026,10.417,7.466,Blink
12.774,14.911,14.562,13.09,12.742,14.961,13.755,14.131,13.01,12.436,11.874,11.078,9.624,8.567,8.777,8.342,17.529,16.302,17.243,17.107,17.376,16.195,16.112,13.718,15.762,15.081,15.625,15.678,15.476,14.531,15.288,13.733,8.639,8.612,9.119,8.571,8.272,8.156,9.337,7.612,11.606,11.811,11.364,9.994,11.284,11.848,13.488,11.207,10.326,10.04,9.836,9.387,9.805,10.958,12.245,8.327,13.866,10.464,16.448,15.147,8.54,11.575,10.115,12.458,10.378,12.327,9.064,4.811,10.531,7.782,Blink
13.901,16.001,15.673,14.264,13.859,16.095,14.604,15.028,12.896,12.282,11.582,10.785,9.046,8.791,8.817,9.543,17.184,16.017,16.88,16.712,17.049,15.849,15.785,13.439,15.565,15.026,15.384,15.472,15.28,14.571,15.162,13.578,8.593,8.35,8.901,8.351,8.098,8.086,9.203,7.464,11.852,11.815,11.351,9.962,11.281,11.821,13.552,11.242,11.36,10.609,10.563,9.996,10.221,11.103,12.373,8.837,14.928,10.468,16.114,15.005,8.381,11.61,10.633,12.74,10.629,12.177,8.873,4.648,10.72,8.301,Blink
14.838,16.933,16.522,15.046,14.415,16.851,15.031,15.618,13.629,12.828,12.086,11.304,9.372,9.555,9.124,9.742,16.447,15.348,16.081,15.903,16.294,15.144,15.197,12.914,15.375,14.981,15.201,15.323,15.105,14.577,15.02,13.424,8.729,8.327,8.866,8.314,8.142,8.187,9.303,7.487,13.128,12.123,11.874,10.284,11.444,11.871,13.616,11.407,11.713,10.815,10.726,10.124,10.325,11.121,12.313,8.966,15.657,10.955,15.416,14.876,8.419,11.968,10.763,13.073,10.756,11.809,8.699,4.646,11.271,8.593,Blink
15.042,17.329,16.79,15.189,14.438,17.118,15.175,15.788,13.868,13.063,12.341,11.58,9.751,10.199,9.826,10.154,15.52,14.493,15.011,14.807,15.172,14.077,14.302,12.12,15.436,15.077,15.254,15.386,15.089,14.681,15.053,13.34,9.262,8.487,9.05,8.479,8.369,8.487,9.564,7.696,14.589,12.617,12.645,10.781,11.734,11.976,13.699,11.522,11.813,10.823,10.732,10.13,10.347,11.164,12.335,9.047,15.859,11.348,14.438,14.915,8.674,12.445,10.799,13.346,11.046,11.389,8.574,4.756,11.816,8.751,Blink
15.072,17.458,16.844,15.196,14.421,17.245,15.247,15.801,14.095,13.309,12.653,12.093,10.291,10.675,10.165,10.41,15.164,14.224,14.472,14.189,14.381,13.436,13.758,11.547,15.546,15.186,15.347,15.502,15.132,14.87,15.234,13.251,9.423,8.507,9.091,8.542,8.554,8.708,9.835,7.82,15.248,12.685,12.92,10.763,11.746,11.958,13.7,11.508,11.994,10.843,10.811,10.157,10.353,11.157,12.348,9.161,15.91,11.711,13.896,15.009,8.81,12.566,10.853,13.567,11.118,11.182,8.564,4.757,12.174,8.988,Blink
