Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
16.689,17.586,15.879,13.388,16.124,16.101,16.766,14.827,11.775,11.643,10.739,9.29,10.972,13.212,14.16,11.986,10.295,9.258,9.994,10.527,8.479,9.34,10.157,6.373,11.286,11.419,12.128,11.555,10.752,10.746,10.687,9.255,8.443,7.083,6.881,5.11,4.872,6.46,5.466,2.013,11.831,11.323,11.383,9.246,10.387,10.547,10.674,9.172,8.219,8.332,8.654,7.432,8.17,9.225,9.058,7.596,15.92,11.722,9.303,10.979,5.791,10.57,8.336,14.324,12.504,9.852,8.51,2.771,7.092,4.081,relaxed
18.131,19.457,17.622,14.662,17.682,17.534,17.56,16.112,11.706,11.95,11.07,9.542,11.279,13.341,14.183,12.226,10.462,9.352,10.139,10.533,8.447,9.438,10.457,6.393,11.319,11.361,12.128,11.532,10.722,10.737,10.771,9.258,8.474,7.124,6.958,5.059,4.893,6.259,5.319,1.936,11.944,11.249,11.295,9.027,10.362,10.64,10.78,9.101,8.066,8.046,8.357,7.188,7.89,9.03,9.025,7.628,17.345,11.912,9.403,10.979,5.753,10.55,8.154,15.113,12.441,10.116,8.465,2.816,7.15,4.076,relaxed
19.242,20.461,18.54,15.489,18.5,18.213,17.818,16.692,11.707,12.039,11.131,9.675,11.111,13.206,14.27,12.186,10.613,9.431,10.22,10.449,8.414,9.601,10.601,6.189,11.448,11.378,12.19,11.521,10.77,10.692,10.795,9.206,8.486,7.153,6.917,5.011,4.771,6.096,5.002,1.849,11.737,11.127,10.936,8.332,9.978,10.479,10.432,8.586,8.183,8.145,8.571,7.302,8.082,9.116,9.134,7.72,18.119,11.916,9.44,11.0,5.661,10.201,8.281,15.609,12.688,10.365,8.424,2.875,7.103,3.951,relaxed
19.738,20.833,18.808,15.756,18.8,18.56,17.983,16.929,11.725,12.212,11.249,9.692,11.052,13.035,13.881,11.899,10.747,9.452,10.255,10.379,8.348,9.666,10.657,6.024,11.561,11.396,12.24,11.5,10.814,10.623,10.769,9.132,8.518,7.271,6.923,4.998,4.756,6.232,4.989,1.934,11.491,11.065,10.704,7.639,9.613,10.159,10.011,8.154,8.09,8.103,8.467,7.318,8.01,8.924,9.014,7.709,18.426,11.843,9.441,11.004,5.703,9.854,8.205,15.811,12.538,10.523,8.412,2.967,6.971,3.95,relaxed
19.878,20.921,18.838,15.774,18.889,18.756,18.122,17.042,11.761,12.317,11.342,9.795,11.074,13.024,13.878,11.827,10.795,9.419,10.228,10.36,8.318,9.764,10.714,6.146,11.631,11.41,12.275,11.479,10.842,10.627,10.74,9.131,8.524,7.446,6.943,4.962,4.828,6.381,5.072,1.948,11.648,11.118,10.887,7.731,9.635,9.97,9.857,8.1,8.224,8.092,8.538,7.417,8.175,8.953,9.039,7.796,18.527,11.877,9.468,11.017,5.763,9.868,8.279,16.026,12.591,10.616,8.426,3.123,7.01,4.05,relaxed
19.857,20.921,18.799,15.721,18.838,18.836,18.071,16.994,11.805,12.287,11.371,9.935,10.966,12.7,13.624,11.66,10.761,9.459,10.245,10.391,8.475,9.941,10.81,6.76,11.651,11.453,12.297,11.479,10.878,10.697,10.774,9.306,8.48,7.518,6.915,4.833,4.878,6.464,5.151,2.012,11.83,11.133,11.02,7.935,9.781,9.861,9.822,8.115,8.372,8.344,8.783,7.542,8.412,9.038,9.13,7.88,18.505,11.793,9.605,11.067,5.781,9.937,8.438,16.28,12.419,10.709,8.425,3.193,7.169,4.187,relaxed
19.757,20.909,18.678,15.571,18.731,18.933,17.928,16.883,11.699,12.078,11.288,9.988,10.771,12.444,13.455,11.519,10.729,9.56,10.372,10.486,8.783,10.177,10.996,7.748,11.665,11.502,12.317,11.514,10.934,10.76,10.838,9.564,8.456,7.538,6.914,4.765,5.003,6.405,5.202,2.14,11.895,11.158,11.031,8.009,9.78,9.823,9.738,8.08,8.173,8.13,8.525,7.389,8.241,8.818,8.876,7.73,18.424,11.655,9.856,11.137,5.803,9.939,8.235,16.372,12.292,10.806,8.421,3.141,7.231,4.105,relaxed
19.687,20.91,18.608,15.466,18.704,18.985,17.841,16.822,11.641,12.11,11.325,10.265,10.903,12.412,13.593,11.914,10.736,9.631,10.479,10.579,9.003,10.366,11.151,8.343,11.669,11.521,12.328,11.534,10.969,10.754,10.871,9.725,8.369,7.466,6.885,4.739,5.088,6.242,5.25,2.433,11.789,11.055,10.932,7.987,9.745,9.786,9.74,8.126,7.776,7.884,8.12,7.131,8.063,8.708,8.774,7.671,18.378,11.77,10.036,11.171,5.809,9.895,8.016,16.273,12.236,10.9,8.366,3.053,7.165,3.935,relaxed
19.695,20.914,18.609,15.458,18.72,18.984,17.827,16.815,11.692,12.13,11.536,10.321,10.969,12.149,13.552,12.02,10.779,9.704,10.622,10.712,9.292,10.554,11.274,8.814,11.665,11.523,12.297,11.484,10.954,10.704,10.865,9.756,8.375,7.315,6.902,4.846,5.161,5.926,5.179,2.632,11.69,10.856,10.826,7.951,9.678,9.733,9.709,8.118,7.693,7.712,8.04,7.152,7.966,8.572,8.545,7.498,18.378,11.796,10.219,11.156,5.792,9.82,7.897,16.269,12.182,10.964,8.252,2.91,7.025,3.912,relaxed
19.727,20.917,18.6,15.466,18.721,18.985,17.847,16.827,11.249,12.0,11.173,10.112,10.629,12.105,13.505,11.999,10.737,9.713,10.656,10.806,9.608,10.782,11.431,9.294,11.658,11.519,12.252,11.424,10.919,10.649,10.852,9.759,8.41,7.252,6.931,4.985,5.174,5.719,5.12,2.86,11.654,10.75,10.99,8.555,9.853,9.734,9.787,8.38,7.556,7.964,8.276,7.55,8.165,8.443,8.29,7.419,18.386,11.597,10.378,11.129,5.806,9.963,7.958,16.313,12.135,11.0,8.095,2.814,6.987,4.041,relaxed
19.794,20.962,18.666,15.499,18.786,19.035,17.936,16.918,10.84,11.912,10.942,9.837,10.514,11.991,13.479,11.985,10.356,9.387,10.361,10.619,9.714,10.946,11.566,9.553,11.536,11.427,12.083,11.276,10.826,10.621,10.825,9.742,8.212,7.189,6.847,4.955,5.15,5.681,5.047,2.857,11.717,10.87,11.172,9.053,10.261,10.14,10.129,8.84,7.83,8.27,8.502,7.736,8.42,8.531,8.412,7.583,18.45,11.438,10.313,11.042,5.742,10.273,8.16,16.285,11.885,10.924,7.905,2.66,7.173,4.329,relaxed
19.872,21.074,18.821,15.609,18.953,19.156,18.079,17.087,10.547,11.794,10.796,9.609,10.297,11.836,13.417,11.922,9.85,8.879,9.87,10.2,9.582,11.024,11.622,9.564,11.097,11.015,11.63,10.904,10.522,10.515,10.718,9.649,7.87,6.884,6.586,4.729,5.008,5.625,4.997,2.786,11.829,11.117,11.296,9.013,10.371,10.222,10.295,8.91,8.587,8.722,8.913,8.152,8.586,8.544,8.582,7.833,18.581,11.277,10.074,10.756,5.561,10.382,8.49,16.206,11.893,10.805,7.64,2.573,7.326,4.607,relaxed
19.966,21.227,19.014,15.796,19.195,19.363,18.263,17.289,10.345,11.799,10.739,9.56,10.303,11.855,13.417,11.922,9.472,8.424,9.452,9.781,9.423,11.175,11.687,9.547,10.446,10.435,11.077,10.423,10.18,10.364,10.66,9.576,7.16,6.345,6.067,4.244,4.832,5.346,4.884,2.645,11.895,10.871,11.29,9.2,10.262,9.986,10.129,8.88,9.294,9.272,9.511,8.991,9.058,8.803,8.84,8.295,18.764,11.243,9.87,10.395,5.19,10.314,9.008,16.164,11.821,10.747,7.314,2.436,7.846,5.211,relaxed
20.055,21.305,19.108,15.933,19.331,19.509,18.366,17.394,10.369,11.849,10.745,9.601,10.321,11.93,13.421,11.915,9.187,8.1,9.09,9.422,9.267,11.328,11.724,9.502,9.885,9.863,10.659,10.038,10.024,10.317,10.705,9.58,6.634,6.215,5.866,3.77,4.816,5.223,4.899,2.488,12.164,10.81,11.576,9.444,10.358,9.971,10.144,9.049,9.325,9.259,9.514,9.341,9.222,8.783,8.957,8.451,18.875,11.269,9.702,10.134,4.989,10.439,9.107,16.174,11.801,10.723,6.957,2.447,8.403,5.527,relaxed
20.089,21.324,19.122,15.896,19.376,19.611,18.462,17.452,10.262,11.913,10.76,9.552,10.413,11.942,13.512,11.983,9.0,7.968,8.785,9.058,8.973,11.35,11.627,9.358,9.623,9.489,10.489,9.92,10.056,10.352,10.765,9.603,6.497,6.493,6.099,3.642,5.077,5.228,5.071,2.669,12.52,10.97,11.717,9.46,10.341,9.962,10.203,9.072,9.461,9.374,9.57,9.466,9.297,8.827,9.012,8.507,18.917,11.292,9.515,10.037,5.097,10.531,9.189,16.23,11.843,10.687,6.708,2.582,8.903,5.585,relaxed
20.102,21.348,19.131,15.76,19.442,19.756,18.683,17.623,10.517,12.282,11.224,9.884,10.912,12.093,13.625,12.177,8.738,7.849,8.458,8.674,8.56,11.213,11.547,9.182,9.595,9.434,10.504,9.96,10.179,10.409,10.773,9.589,6.338,6.517,6.141,3.51,5.24,5.314,5.656,2.919,12.929,11.286,11.8,9.655,10.35,10.187,10.155,8.962,9.599,9.385,9.468,9.361,9.27,8.903,9.134,8.515,18.981,11.589,9.278,10.055,5.204,10.666,9.204,16.375,11.988,10.598,6.607,2.893,9.365,5.649,relaxed
20.041,21.365,19.111,15.462,19.471,19.793,18.805,17.771,10.419,12.347,11.302,9.853,11.203,12.125,14.013,12.475,8.738,7.904,8.432,8.715,8.483,11.183,11.666,9.276,9.632,9.569,10.564,9.991,10.36,10.569,10.847,9.64,6.103,6.348,5.934,3.307,5.047,5.508,5.923,2.706,12.944,11.363,11.763,9.757,10.389,10.273,10.152,8.898,9.696,9.436,9.474,9.333,9.292,8.987,9.349,8.689,18.977,11.717,9.299,10.147,5.11,10.692,9.282,16.384,12.159,10.559,6.553,3.209,9.573,5.805,relaxed
19.837,21.348,19.014,14.893,19.434,19.731,18.866,17.878,10.466,12.509,11.55,9.91,11.448,12.082,14.063,12.537,8.881,8.124,8.716,8.96,8.938,11.372,11.986,9.759,9.572,9.733,10.569,9.966,10.551,10.856,11.053,9.807,6.029,6.31,5.763,3.35,4.942,5.775,5.978,2.533,12.948,11.344,11.757,9.838,10.392,10.274,10.242,8.966,9.748,9.481,9.625,9.592,9.514,9.077,9.584,9.001,18.875,11.821,9.592,10.263,5.085,10.72,9.453,16.233,12.327,10.558,6.38,3.435,9.6,5.826,relaxed
19.665,21.327,18.933,14.528,19.398,19.679,18.901,17.925,10.063,12.372,11.441,9.617,11.375,11.9,14.103,12.504,8.666,8.025,8.781,8.971,9.267,11.53,12.411,10.369,9.216,9.738,10.38,9.796,10.634,11.167,11.241,9.96,6.01,6.382,5.694,3.608,4.93,5.968,5.962,2.501,13.017,11.332,11.846,9.929,10.427,10.223,10.302,8.946,10.013,9.849,10.004,9.899,9.814,9.384,9.944,9.489,18.794,11.672,9.753,10.266,5.132,10.753,9.799,16.096,12.429,10.611,5.966,3.646,9.65,6.024,relaxed
19.541,21.293,18.879,14.453,19.364,19.661,18.924,17.965,10.263,12.506,11.816,10.085,11.591,11.875,14.033,12.611,8.417,7.934,8.83,9.02,9.424,11.631,12.738,10.848,8.75,9.605,10.056,9.566,10.628,11.484,11.437,10.149,5.754,6.301,5.476,3.39,4.796,5.947,5.813,2.407,13.235,11.383,12.161,10.232,10.547,10.027,10.328,9.107,10.179,10.066,10.277,10.075,9.925,9.319,9.997,9.621,18.76,11.848,9.855,10.209,4.985,10.878,9.933,16.056,12.442,10.65,5.61,3.607,9.694,6.055,relaxed
19.365,21.137,18.783,14.442,19.274,19.597,18.861,17.992,9.784,12.094,11.568,9.895,11.42,11.533,13.996,12.513,8.332,7.913,9.023,9.273,9.533,11.646,12.886,11.105,8.268,9.401,9.664,9.349,10.527,11.714,11.56,10.285,5.58,6.187,5.3,3.109,4.653,5.877,5.788,2.485,13.31,11.237,12.323,10.422,10.561,9.718,10.225,9.142,10.173,10.058,10.357,10.206,9.971,9.416,9.989,9.655,18.682,11.601,9.964,10.096,4.872,10.867,9.978,15.899,12.379,10.601,5.464,3.617,9.751,6.2,relaxed
19.158,20.846,18.556,14.449,19.022,19.531,18.597,17.886,9.763,11.83,11.48,9.45,11.389,11.359,13.998,12.456,9.263,8.723,9.624,9.854,9.864,11.686,13.004,11.194,7.768,9.025,9.195,9.06,10.257,11.732,11.529,10.311,5.55,6.171,5.27,2.981,4.66,5.905,5.811,2.755,13.254,11.277,12.443,10.665,10.739,9.713,10.229,9.398,10.235,10.241,10.541,10.267,10.174,9.568,10.062,9.763,18.506,11.466,10.401,9.86,4.888,10.965,10.106,15.753,12.004,10.764,5.615,3.656,9.742,6.267,relaxed
19.376,20.9,18.546,14.51,18.815,19.635,18.198,17.597,8.971,10.579,10.712,9.111,10.912,10.944,13.921,12.25,11.02,10.088,10.72,10.688,10.491,11.855,13.124,11.293,7.293,8.497,8.499,8.484,9.711,11.362,11.185,10.048,5.456,6.087,5.159,2.747,4.758,5.944,6.128,3.39,13.011,11.146,12.223,10.651,10.534,9.535,9.905,9.222,10.314,10.398,10.704,10.319,10.133,9.411,9.914,9.707,18.447,10.925,11.16,9.385,4.959,10.778,10.112,16.03,11.618,11.1,5.887,3.694,9.652,6.344,relaxed
19.635,21.164,18.687,14.541,18.875,19.774,18.16,17.492,10.977,11.824,11.348,8.828,10.755,11.097,13.101,11.198,11.935,10.813,11.355,11.069,10.877,11.888,13.135,11.393,7.185,8.139,7.958,8.067,9.192,10.735,10.524,9.645,5.391,5.937,4.864,2.536,4.487,5.688,6.031,3.502,12.714,10.889,11.813,10.459,10.044,9.318,9.583,8.766,10.416,10.508,10.814,10.307,10.166,9.44,10.04,9.67,18.541,11.141,11.558,8.931,4.804,10.448,10.17,16.457,11.861,11.107,5.958,3.793,9.507,6.348,relaxed
19.555,21.097,18.563,14.415,18.771,19.561,17.888,17.382,11.637,12.182,11.621,8.988,10.937,11.096,12.922,10.972,12.398,11.144,11.627,11.134,11.08,11.623,12.818,11.44,7.465,8.178,7.882,7.996,8.948,10.213,9.887,9.314,4.882,5.503,4.023,2.332,4.004,5.36,5.708,3.48,12.633,10.914,11.819,10.462,9.995,9.475,9.674,8.668,10.469,10.47,10.86,10.3,10.124,9.4,10.001,9.65,18.404,11.294,11.658,8.735,4.411,10.455,10.159,16.496,11.984,10.763,5.859,3.721,9.513,6.395,relaxed
19.123,20.379,17.748,13.791,17.995,18.866,17.196,16.884,11.965,12.547,11.938,9.083,10.638,10.375,11.262,10.049,12.81,11.461,11.893,11.181,11.269,11.583,12.343,11.532,7.59,8.283,7.916,8.084,8.816,9.824,9.366,9.042,4.563,5.199,3.486,2.385,3.644,5.386,5.515,3.587,12.308,10.51,11.6,10.322,9.646,9.011,9.161,8.488,10.178,10.277,10.602,10.241,9.99,9.356,9.808,9.5,17.748,10.982,11.759,8.615,4.221,10.131,9.994,16.2,11.807,10.349,5.813,3.643,9.425,6.379,relaxed
18.703,19.342,16.587,13.074,16.887,18.45,17.087,16.619,12.088,12.378,11.637,8.807,10.232,9.941,10.981,9.597,13.05,11.669,12.072,11.229,11.405,11.817,12.218,11.784,7.545,8.353,7.95,8.255,8.749,9.683,8.937,8.861,4.621,5.093,3.348,2.449,3.561,5.59,5.504,3.699,12.192,10.5,11.532,10.155,9.529,8.935,8.93,8.345,10.245,10.325,10.622,10.291,9.978,9.499,9.752,9.406,17.094,10.708,11.905,8.542,4.233,10.015,10.015,15.816,11.859,10.106,5.849,3.679,9.399,6.362,relaxed
18.431,18.756,16.023,13.18,16.373,18.706,17.646,16.938,12.096,12.28,11.552,8.691,10.278,10.071,10.86,9.957,13.09,11.763,12.138,11.212,11.464,11.924,12.143,11.932,7.353,8.401,7.962,8.374,8.699,9.771,8.644,8.776,4.498,4.791,3.232,2.497,3.379,5.632,5.403,3.666,12.386,10.476,11.684,10.184,9.494,8.862,8.887,8.346,10.298,10.431,10.652,10.375,9.996,9.713,9.823,9.396,17.007,10.723,11.958,8.497,4.137,10.04,10.086,15.55,11.669,9.937,5.965,3.655,9.427,6.404,relaxed
18.35,18.654,16.112,13.682,16.424,19.01,18.078,17.248,12.087,12.108,11.555,9.105,10.229,9.815,10.678,9.963,13.056,11.87,12.212,11.248,11.541,12.026,12.041,11.955,7.223,8.478,8.017,8.423,8.67,9.935,8.509,8.77,4.462,4.468,3.195,2.67,3.29,5.45,5.248,3.563,12.413,10.308,11.611,10.168,9.319,8.632,8.724,8.206,10.221,10.387,10.563,10.234,9.899,9.765,9.868,9.34,17.195,10.693,11.994,8.503,4.043,9.923,10.035,15.479,11.42,9.833,6.109,3.682,9.499,6.439,relaxed
18.357,18.735,16.317,14.032,16.603,19.129,18.235,17.386,12.188,12.086,11.526,9.078,10.2,9.824,10.664,9.996,13.006,11.93,12.259,11.315,11.61,12.138,11.987,11.922,7.129,8.549,8.062,8.478,8.666,10.06,8.468,8.79,4.689,4.152,3.454,2.842,3.262,5.283,5.19,3.635,12.241,10.274,11.5,10.219,9.269,8.577,8.736,8.262,10.231,10.342,10.569,10.364,9.902,9.726,9.93,9.475,17.349,10.695,12.021,8.525,4.063,9.885,10.067,15.41,11.298,9.778,6.207,3.643,9.515,6.411,relaxed
18.382,18.805,16.379,14.061,16.663,19.084,18.164,17.369,12.257,12.203,11.617,8.982,10.263,9.813,10.64,10.004,12.982,11.891,12.256,11.411,11.611,12.195,11.99,11.779,7.076,8.551,8.058,8.503,8.682,10.131,8.521,8.754,4.907,4.234,3.783,3.004,3.42,5.366,5.384,3.859,12.203,10.223,11.531,10.2,9.133,8.507,8.702,8.287,10.322,10.388,10.621,10.533,10.064,9.836,10.128,9.782,17.363,10.722,12.014,8.535,4.245,9.848,10.209,15.193,11.187,9.808,6.282,3.649,9.434,6.402,relaxed
18.382,18.889,16.403,14.136,16.658,19.008,18.039,17.267,12.291,12.246,11.552,8.92,10.36,10.188,10.977,10.024,13.045,11.838,12.25,11.521,11.546,12.106,11.9,11.436,6.987,8.495,7.979,8.399,8.671,10.162,8.636,8.663,5.071,4.322,3.937,3.118,3.528,5.622,5.666,4.115,12.157,10.149,11.546,10.151,9.131,8.675,8.88,8.388,10.402,10.488,10.683,10.679,10.127,9.918,10.197,9.874,17.348,10.82,11.955,8.499,4.422,9.885,10.296,15.098,11.459,9.802,6.351,3.727,9.532,6.392,relaxed
18.405,19.331,16.614,14.206,16.88,19.215,18.091,17.237,12.411,12.355,11.542,8.968,10.404,10.658,11.051,9.555,13.117,11.843,12.239,11.522,11.505,12.076,11.884,11.188,6.975,8.497,7.94,8.339,8.742,10.244,8.803,8.692,5.123,4.658,4.135,3.266,3.929,6.298,6.18,4.483,12.187,10.194,11.6,10.15,9.124,8.687,8.863,8.354,10.427,10.499,10.688,10.685,10.103,9.896,10.19,9.87,17.497,10.868,11.922,8.529,4.759,9.895,10.295,15.609,11.559,9.862,6.383,3.877,9.57,6.456,relaxed
18.714,20.28,17.295,14.22,17.527,19.863,18.378,17.396,12.624,12.481,11.416,9.163,10.587,11.198,11.724,9.729,13.313,11.849,12.244,11.506,11.366,11.975,11.811,10.924,7.008,8.55,7.985,8.36,8.845,10.328,8.92,8.76,5.064,4.932,4.234,3.398,4.28,6.812,6.606,4.864,12.157,10.216,11.527,10.112,9.115,8.701,8.843,8.375,10.41,10.538,10.662,10.619,10.105,9.899,10.222,9.886,17.959,11.115,11.873,8.594,5.024,9.881,10.293,16.393,12.084,9.965,6.39,4.087,9.554,6.518,relaxed
19.279,21.008,17.957,14.326,17.991,20.324,18.463,17.448,13.174,13.554,12.17,9.891,11.816,13.012,13.017,10.876,13.413,11.842,12.259,11.465,11.194,11.816,11.67,10.615,7.033,8.579,7.994,8.336,8.877,10.396,8.953,8.75,4.924,5.15,4.308,3.427,4.565,7.166,6.936,5.149,11.913,10.037,11.152,9.568,8.809,8.58,8.777,8.007,10.258,10.281,10.393,10.28,9.874,9.79,10.269,9.774,18.349,12.189,11.784,8.615,5.203,9.605,10.115,17.156,12.583,9.968,6.39,4.218,9.438,6.509,relaxed
19.61,21.159,18.109,14.341,17.989,20.342,18.416,17.404,13.642,13.748,12.355,10.304,11.937,13.29,13.237,11.014,13.463,11.837,12.265,11.428,11.053,11.643,11.541,10.388,7.032,8.608,8.004,8.334,8.882,10.467,9.017,8.742,4.9,5.424,4.469,3.637,4.959,7.485,7.366,5.618,11.64,9.629,10.852,9.061,8.205,7.927,8.434,7.57,10.312,10.601,10.581,10.372,10.173,10.246,10.793,10.231,18.421,12.441,11.702,8.636,5.482,9.165,10.414,17.88,12.83,9.959,6.406,4.412,9.232,6.577,relaxed
19.572,21.119,17.996,14.219,17.911,20.428,18.506,17.576,13.659,13.809,12.308,10.32,12.151,13.841,14.164,11.73,13.517,11.838,12.279,11.457,10.95,11.504,11.487,10.289,7.026,8.635,8.007,8.335,8.885,10.516,9.081,8.742,4.967,5.593,4.598,3.793,5.17,7.618,7.567,5.834,11.622,9.039,10.735,9.065,7.818,7.345,7.938,7.347,9.732,10.439,10.311,10.117,10.14,10.237,10.728,10.146,18.416,12.748,11.665,8.653,5.643,8.864,10.231,18.332,13.256,9.96,6.443,4.417,9.001,6.31,relaxed
19.608,21.515,18.401,14.248,18.203,20.786,18.644,17.855,13.716,13.981,12.447,10.447,12.281,14.292,14.299,12.069,13.565,11.852,12.352,11.554,10.891,11.308,11.414,10.237,7.026,8.587,7.958,8.339,8.858,10.55,9.094,8.731,5.098,5.533,4.654,4.07,5.226,7.582,7.564,6.077,11.397,8.912,10.565,8.801,7.679,7.142,7.698,7.193,9.119,9.999,9.799,9.429,9.714,10.03,10.44,9.729,18.658,12.941,11.647,8.643,5.726,8.673,9.782,18.656,13.482,9.991,6.474,4.394,8.564,5.825,relaxed
20.089,22.236,19.194,14.477,18.698,21.238,18.815,18.043,13.84,14.12,12.815,10.541,12.341,14.289,14.5,12.16,13.585,11.862,12.445,11.662,10.897,11.114,11.356,10.262,7.0,8.436,7.864,8.381,8.771,10.533,9.012,8.721,5.311,5.441,4.627,4.381,5.213,7.496,7.502,6.237,10.976,8.635,10.042,8.483,7.349,6.987,7.626,6.857,9.192,10.067,9.947,9.266,9.707,10.076,10.424,9.694,19.099,13.075,11.648,8.59,5.776,8.369,9.797,19.144,13.84,9.958,6.46,4.306,8.088,5.566,relaxed
20.783,22.865,19.862,14.851,19.165,21.651,19.044,18.22,13.836,14.099,12.817,10.538,12.414,14.539,14.646,12.592,13.595,11.851,12.505,11.753,10.963,10.978,11.343,10.305,7.054,8.383,7.846,8.396,8.687,10.514,8.912,8.71,5.182,4.982,4.101,4.414,4.903,7.349,7.281,6.232,10.66,8.835,10.086,8.677,7.773,7.382,7.866,7.241,9.319,10.108,10.06,9.329,9.767,10.106,10.457,9.743,19.555,13.185,11.662,8.563,5.555,8.565,9.861,19.573,14.068,9.895,6.38,4.143,7.684,5.549,relaxed
21.257,23.253,20.222,15.043,19.461,21.968,19.247,18.317,13.718,14.016,12.697,10.259,12.225,14.495,14.548,12.465,13.632,11.859,12.588,11.845,11.056,10.816,11.175,10.295,7.287,8.411,7.953,8.486,8.666,10.432,8.84,8.686,5.184,4.893,3.874,4.338,4.657,7.205,6.869,6.132,10.61,9.292,10.682,9.2,8.595,7.765,8.597,8.087,9.484,10.281,10.31,9.706,9.971,10.234,10.547,9.963,19.846,13.053,11.658,8.595,5.394,9.104,10.062,19.767,14.105,9.859,6.23,3.907,7.328,5.465,relaxed
21.542,23.498,20.438,15.143,19.696,22.24,19.532,18.428,13.789,13.984,12.711,10.231,12.007,14.362,14.289,12.322,13.633,11.816,12.595,11.821,11.005,10.539,10.789,10.119,7.532,8.435,8.119,8.736,8.612,10.198,8.638,8.599,5.523,5.202,4.251,4.5,4.946,7.12,6.763,6.248,10.759,9.486,10.892,9.256,8.765,7.856,8.831,8.301,9.712,10.315,10.501,9.966,10.102,10.143,10.384,9.925,20.065,12.962,11.54,8.609,5.569,9.268,10.131,19.923,14.14,9.761,6.05,3.618,7.052,5.4,relaxed
21.695,23.606,20.528,15.139,19.804,22.358,19.666,18.405,13.723,13.991,12.632,10.146,12.087,14.548,14.358,12.572,13.633,11.74,12.549,11.767,10.793,10.164,10.236,9.763,7.587,8.357,8.143,8.848,8.447,9.876,8.241,8.354,5.64,5.271,4.403,4.478,5.019,6.967,6.784,6.271,11.292,10.161,11.319,9.647,9.446,8.493,9.273,8.756,10.026,10.506,10.575,9.865,10.142,10.314,10.512,9.818,20.15,13.007,11.331,8.482,5.604,9.798,10.22,20.012,14.198,9.671,5.896,3.333,7.175,5.564,relaxed
21.766,23.641,20.562,15.143,19.844,22.383,19.695,18.376,13.733,14.014,12.634,10.05,12.103,14.465,14.308,12.673,13.675,11.695,12.534,11.752,10.543,9.672,9.229,9.236,7.507,8.162,8.014,8.77,8.203,9.542,7.838,8.07,5.701,5.152,4.431,4.222,4.994,6.801,6.727,6.274,11.318,10.46,11.371,9.663,9.756,9.013,9.461,8.867,9.997,10.457,10.492,9.702,10.118,10.369,10.516,9.603,20.176,12.997,11.042,8.263,5.538,9.988,10.157,20.018,14.138,9.471,5.78,3.011,7.113,5.469,relaxed
21.807,23.648,20.584,15.163,19.852,22.364,19.669,18.338,13.581,13.853,12.402,9.617,11.969,14.443,14.359,12.657,13.674,11.618,12.47,11.696,10.346,9.418,8.168,8.832,7.309,7.907,7.736,8.41,7.803,9.152,7.283,7.611,5.836,5.162,4.577,4.266,5.013,6.72,6.637,6.265,10.914,10.365,10.962,9.219,9.504,8.974,9.133,8.487,9.878,10.2,10.212,9.551,9.925,10.287,10.398,9.451,20.178,12.86,10.778,7.902,5.56,9.695,9.988,20.017,14.08,9.295,5.63,2.741,6.901,5.348,relaxed
21.857,23.648,20.627,15.285,19.862,22.33,19.652,18.301,13.558,13.863,12.42,9.532,12.027,14.463,14.332,12.646,13.622,11.455,12.299,11.451,10.128,9.494,7.604,8.773,7.23,7.834,7.593,8.016,7.502,8.737,6.583,6.979,6.14,5.345,4.912,4.453,5.123,6.691,6.453,6.159,10.594,10.312,10.615,8.793,9.283,8.899,8.921,8.221,9.799,10.13,10.067,9.319,9.799,10.138,10.262,9.269,20.195,12.855,10.603,7.559,5.66,9.455,9.848,20.09,14.019,9.338,5.439,2.633,6.744,5.267,relaxed
21.85,23.596,20.627,15.425,19.86,22.241,19.642,18.277,13.495,13.866,12.536,9.621,12.084,14.463,14.323,12.603,13.312,11.03,11.912,10.89,9.709,9.708,7.296,8.906,7.415,7.966,7.761,7.859,7.427,8.38,5.971,6.367,6.259,5.437,5.069,4.527,5.174,6.666,6.323,6.034,10.479,10.225,10.349,8.422,9.006,8.793,8.796,7.869,9.713,9.916,9.857,9.198,9.535,9.969,10.138,9.082,20.19,12.874,10.345,7.393,5.686,9.242,9.676,20.078,14.025,9.386,5.258,2.617,6.682,5.196,relaxed
